Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Prithvi Shaw,1070168,run out (de Grandhomme/†Latham),40,42,53,3,2,95.24,0
Mayank Agarwal,398438, b Jamieson,1,3,8,0,0,33.33,0
Virat Kohli (c),253802,c Jamieson b Bennett,9,12,20,0,1,75.0,0
Shreyas Iyer,642519,c de Grandhomme b Neesham,62,63,102,9,0,98.41,0
KL Rahul †,422108,c Jamieson b Bennett,112,113,150,9,2,99.12,0
Manish Pandey,290630,c Santner b Bennett,42,48,75,2,0,87.5,0
Ravindra Jadeja,234675,not out ,8,7,12,1,0,114.29,0
Shardul Thakur,475281,c de Grandhomme b Bennett,7,6,19,1,0,116.67,0
Navdeep Saini,700167,not out ,8,6,8,2,0,133.33,0
Martin Guptill,226492, b Chahal,66,46,67,6,4,143.48,1
Henry Nicholls,539511,c †Rahul b Thakur,80,103,137,9,0,77.67,1
Kane Williamson (c),277906,c Agarwal b Chahal,22,31,43,2,0,70.97,1
Ross Taylor,38699,c Kohli b Jadeja,12,18,19,1,0,66.67,1
Tom Latham †,388802,not out ,32,34,70,3,0,94.12,1
James Neesham,355269,c Kohli b Chahal,19,25,27,1,1,76.0,1
Colin de Grandhomme,55395,not out ,58,28,36,6,3,207.14,1
