Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner (c),219889,c Pollard b Harbhajan Singh,48,33,51,7,1,145.45,0
Shikhar Dhawan,28235,not out ,82,57,102,10,1,143.86,0
Kane Williamson,277906,c Sharma b Harbhajan Singh,2,5,6,0,0,40.0,0
Yuvraj Singh,36084,hit wicket b McClenaghan,39,23,41,3,2,169.57,0
Moises Henriques,5961,not out ,1,2,1,0,0,50.0,0
Rohit Sharma (c),34102, b Nehra,5,3,5,1,0,166.67,1
Parthiv Patel †,32242,lbw b Kumar,0,4,3,0,0,0.0,1
Ambati Rayudu,33141,c Williamson b Nehra,6,6,13,1,0,100.0,1
Krunal Pandya,471342,c Dhawan b Sran,17,11,16,2,1,154.55,1
Jos Buttler,308967,c †Ojha b Nehra,2,2,2,0,0,100.0,1
Kieron Pollard,230559,c Sran b Henriques,11,13,20,2,0,84.62,1
Hardik Pandya,625371,c †Ojha b Mustafizur Rahman,7,16,24,0,0,43.75,1
Harbhajan Singh,29264,not out ,21,22,41,2,0,95.45,1
Tim Southee,232364,c †Ojha b Mustafizur Rahman,3,4,8,0,0,75.0,1
Mitchell McClenaghan,319439,c Henriques b Mustafizur Rahman,8,9,18,1,0,88.89,1
Jasprit Bumrah,625383,c †Ojha b Sran,6,9,12,1,0,66.67,1
