Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Anton Devcich,36948,c Ross b Cutting,26,24,3,0,108.33,0
Shane Watson (c),8180,c Bryant b Mujeeb Ur Rahman,100,62,8,6,161.29,0
Callum Ferguson,5236,c McCullum b Doggett,18,16,2,0,112.5,0
Daniel Sams,826901,c Bryant b Cutting,18,13,1,1,138.46,0
Chris Green,787073,not out ,14,8,2,0,175.0,0
Jay Lenton †,603411,not out ,0,0,0,0,,0
Max Bryant,1088608,not out ,2,6,0,0,33.33,1
Brendon McCullum,37737,c Ferguson b Jordan,0,1,0,0,0.0,1
Chris Lynn (c),326637,c Jordan b Sandhu,4,9,1,0,44.44,1
Jimmy Peirson †,444970,not out ,2,2,0,0,100.0,1
