Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Niroshan Dickwella †,429754,c Shamsi b Rabada,2,3,0,0,66.67,0
Upul Tharanga,50747,run out (Duminy),10,17,1,0,58.82,0
Kusal Mendis,629074,c †de Kock b Rabada,3,6,0,0,50.0,0
Kusal Perera,300631,c Miller b Shamsi,81,72,11,1,112.5,0
Angelo Mathews (c),49764,c Amla b Ngidi,5,8,1,0,62.5,0
Shehan Jayasuriya,422965,c †de Kock b Rabada,0,8,0,0,0.0,0
Thisara Perera,233514,c †de Kock b Shamsi,49,30,8,0,163.33,0
Akila Dananjaya,574178, b Shamsi,11,30,0,0,36.67,0
Suranga Lakmal,49619,c †de Kock b Rabada,5,16,1,0,31.25,0
Lakshan Sandakan,429738,not out ,5,13,0,0,38.46,0
Lahiru Kumara,784375,st †de Kock b Shamsi,3,6,0,0,50.0,0
Hashim Amla,43906, b Dananjaya,19,14,3,0,135.71,1
Quinton de Kock †,379143,c Lakmal b Dananjaya,47,59,4,1,79.66,1
Aiden Markram,600498,lbw b Dananjaya,0,1,0,0,0.0,1
Faf du Plessis (c),44828,c Mathews b Sandakan,47,56,10,0,83.93,1
Jean-Paul Duminy,44932,not out ,53,32,6,2,165.62,1
David Miller,321777,lbw b Lakmal,10,13,1,0,76.92,1
Wiaan Mulder,698189,not out ,14,11,3,0,127.27,1
