Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma (c),34102, b Patel,15,24,40,1,0,62.5,0
Unmukt Chand,446499,c Gurkeerat Singh b Sharma,0,4,10,0,0,0.0,0
Ambati Rayudu,33141, b Sandeep Sharma,0,3,3,0,0,0.0,0
Nitish Rana,604527,c †Saha b Stoinis,25,28,35,0,3,89.29,0
Jos Buttler †,308967,c Gurkeerat Singh b Stoinis,9,10,23,1,0,90.0,0
Kieron Pollard,230559, b Stoinis,27,20,35,0,3,135.0,0
Krunal Pandya,471342,c Patel b Stoinis,19,12,19,1,1,158.33,0
Harbhajan Singh,29264,not out ,14,10,20,1,1,140.0,0
Tim Southee,232364,c Gurkeerat Singh b Sharma,1,3,4,0,0,33.33,0
Mitchell McClenaghan,319439,c Miller b Sandeep Sharma,4,4,5,1,0,100.0,0
Jasprit Bumrah,625383,not out ,2,2,7,0,0,100.0,0
Murali Vijay (c),237095,not out ,54,52,76,5,1,103.85,1
Hashim Amla,43906,lbw b Southee,0,5,3,0,0,0.0,1
Wriddhiman Saha †,279810, b McClenaghan,56,40,62,6,1,140.0,1
Glenn Maxwell,325026,c Pollard b McClenaghan,0,1,3,0,0,0.0,1
Gurkeerat Singh Mann,537124,not out ,6,4,5,1,0,150.0,1
