Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Mohammad Shahzad †,419873,c Dockrell b Mulder,72,43,62,6,5,167.44,0
Najeeb Tarakai,533953,c Dockrell b O'Brien,3,5,12,0,0,60.0,0
Usman Ghani,711559, b O'Brien,23,20,36,3,0,115.0,0
Asghar Afghan (c),320652,c SR Thompson b McBrine,12,5,7,1,1,240.0,0
Najibullah Zadran,524049,c †Wilson b Mulder,1,5,6,0,0,20.0,0
Samiullah Shinwari,318339,c Dockrell b O'Brien,13,10,24,1,0,130.0,0
Mohammad Nabi,25913,run out (McCarthy),89,30,31,6,9,296.67,0
Karim Janat,793467,c Mulder b O'Brien,6,2,2,0,1,300.0,0
Rashid Khan,793463,not out ,1,1,5,0,0,100.0,0
Paul Stirling,303427,c Mohammad Nabi b Shapoor Zadran,49,20,28,6,3,245.0,1
Stuart Thompson,414821, b Amir Hamza,43,18,38,2,5,238.89,1
William Porterfield (c),24611,c Mohammad Nabi b Amir Hamza,16,14,27,1,0,114.29,1
Kevin O'Brien,24605,c Mohammad Nabi b Karim Janat,3,6,6,0,0,50.0,1
Gary Wilson †,24609,c Samiullah Shinwari b Rashid Khan,59,34,47,5,2,173.53,1
Andy McBrine,417381,lbw b Karim Janat,13,8,12,0,1,162.5,1
Lorcan Tucker,928057, b Rashid Khan,16,14,25,0,1,114.29,1
Greg Thompson,24616, b Rashid Khan,0,1,3,0,0,0.0,1
George Dockrell,348034,c Usman Ghani b Mohammad Nabi,2,3,7,0,0,66.67,1
Barry McCarthy,348059,run out (Najibullah Zadran),0,0,1,0,0,,1
Jacob Mulder,1005369,not out ,0,0,1,0,0,,1
