Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Quinton de Kock †,379143,c †Carey b Starc,4,7,0,0,57.14,0
Reeza Hendricks,269280,c †Carey b Stoinis,8,26,2,0,30.77,0
Aiden Markram,600498,c †Carey b Starc,32,42,1,3,76.19,0
Faf du Plessis (c),44828,c Marsh b Stoinis,125,114,15,2,109.65,0
David Miller,321777,c Finch b Hazlewood,139,108,13,4,128.7,0
Heinrich Klaasen,436757,not out ,1,2,0,0,50.0,0
Dwaine Pretorius,327830,not out ,1,1,0,0,100.0,0
Chris Lynn,326637,c †de Kock b Steyn,0,1,0,0,0.0,1
Aaron Finch (c),5334,c Rabada b Ngidi,11,15,1,0,73.33,1
Shaun Marsh,6683,c Klaasen b Pretorius,106,102,7,4,103.92,1
Travis Head,530011,c Markram b Rabada,6,21,1,0,28.57,1
Marcus Stoinis,325012,c Markram b Pretorius,63,76,5,4,82.89,1
Alex Carey †,326434,c †de Kock b Steyn,42,41,1,1,102.44,1
Glenn Maxwell,325026,c Hendricks b Steyn,35,27,3,0,129.63,1
Pat Cummins,489889,not out ,7,12,1,0,58.33,1
Mitchell Starc,311592,c & b Rabada,0,1,0,0,0.0,1
Adam Zampa,379504,c du Plessis b Rabada,0,3,0,0,0.0,1
Josh Hazlewood,288284,not out ,0,1,0,0,0.0,1
