Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Quinton de Kock †,379143,c Stokes b Gopal,65,47,74,6,2,138.3,0
Rohit Sharma (c),34102,c & b Gopal,5,7,13,1,0,71.43,0
Suryakumar Yadav,446507,c Kulkarni b Binny,34,33,58,1,1,103.03,0
Hardik Pandya,625371,lbw b Archer,23,15,37,2,1,153.33,0
Kieron Pollard,230559, b Unadkat,10,7,16,0,1,142.86,0
Ben Cutting,230371,not out ,13,9,20,1,1,144.44,0
Krunal Pandya,471342,not out ,2,2,4,0,0,100.0,0
Ajinkya Rahane,277916,c Yadav b Chahar,12,12,18,2,0,100.0,1
Sanju Samson †,425943,c Pollard b Chahar,35,19,36,6,1,184.21,1
Steven Smith (c),267192,not out ,59,48,75,5,1,122.92,1
Ben Stokes,311158, b Chahar,0,2,4,0,0,0.0,1
Riyan Parag,1079434,run out (Cutting/HH Pandya),43,29,44,5,1,148.28,1
Ashton Turner,500268,lbw b Bumrah,0,1,3,0,0,0.0,1
Stuart Binny,27223,not out ,7,4,7,1,0,175.0,1
