Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rory Burns,398778,c Holder b Roach,4,16,22,1,0,25.0,0
Joe Denly,12454,c †Dowrich b Joseph,6,23,48,0,0,26.09,0
Jonny Bairstow,297433,lbw b Roach,52,64,102,9,1,81.25,0
Joe Root (c),303669,c Hope b Joseph,7,17,31,1,0,41.18,0
Jos Buttler,308967,c Campbell b Holder,1,12,20,0,0,8.33,0
Ben Stokes,311158,c †Dowrich b Gabriel,14,23,48,2,0,60.87,0
Moeen Ali,8917,c Gabriel b Roach,60,104,136,8,1,57.69,0
Ben Foakes †,364788, b Gabriel,35,89,135,4,0,39.33,0
Sam Curran,662973,c sub (SSJ Brooks) b Roach,6,8,23,1,0,75.0,0
Stuart Broad,10617,not out ,0,1,12,0,0,0.0,0
James Anderson,8608, b Gabriel,1,9,10,0,0,11.11,0
Kraigg Brathwaite,348024,c sub (KK Jennings) b Ali,49,156,225,3,0,31.41,1
John Campbell,348026,c Buttler b Stokes,47,118,145,5,0,39.83,1
Shai Hope,581379,c †Bairstow b Broad,44,66,107,5,0,66.67,1
Darren Bravo,277472,st †Bairstow b Ali,50,216,342,2,1,23.15,1
Roston Chase,391832, b Broad,4,3,4,1,0,133.33,1
Shimron Hetmyer,670025,c Anderson b Ali,21,35,40,2,1,60.0,1
Shane Dowrich †,431905,c Buttler b Broad,31,67,92,5,0,46.27,1
Jason Holder (c),391485,c †Bairstow b Anderson,22,82,122,1,0,26.83,1
Kemar Roach,230553,c Stokes b Anderson,6,13,19,1,0,46.15,1
Alzarri Joseph,670031,c Burns b Stokes,7,20,26,1,0,35.0,1
Shannon Gabriel,446101,not out ,1,12,16,0,0,8.33,1
Rory Burns,398778,c Campbell b Holder,16,43,59,2,0,37.21,2
Joe Denly,12454, b Joseph,17,62,116,2,0,27.42,2
Jonny Bairstow,297433, b Holder,14,17,26,2,0,82.35,2
Joe Root (c),303669,c †Dowrich b Joseph,7,13,22,1,0,53.85,2
Jos Buttler,308967,lbw b Holder,24,48,85,5,0,50.0,2
Ben Stokes,311158, b Roach,11,24,40,1,0,45.83,2
Moeen Ali,8917, b Roach,4,7,11,1,0,57.14,2
Ben Foakes †,364788,lbw b Roach,13,15,19,3,0,86.67,2
Sam Curran,662973,not out ,13,15,24,2,0,86.67,2
Stuart Broad,10617,lbw b Roach,0,2,6,0,0,0.0,2
James Anderson,8608,c Joseph b Holder,0,7,14,0,0,0.0,2
Kraigg Brathwaite,348024,not out ,5,7,9,1,0,71.43,3
John Campbell,348026,not out ,11,6,9,1,1,183.33,3
