Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Prithvi Shaw,1070168, b Chawla,62,44,7,2,140.91,0
Colin Munro,232359, b Shivam Mavi,33,18,4,2,183.33,0
Shreyas Iyer (c),642519,not out ,93,40,3,10,232.5,0
Rishabh Pant †,931581,c †Karthik b Russell,0,1,0,0,0.0,0
Glenn Maxwell,325026,run out (†Karthik/Shivam Mavi),27,18,1,2,150.0,0
Vijay Shankar,477021,not out ,0,0,0,0,,0
Chris Lynn,326637, b Maxwell,5,6,1,0,83.33,1
Sunil Narine,230558,c Iyer b Boult,26,9,1,3,288.89,1
Robin Uthappa,35582,c Shaw b Boult,1,2,0,0,50.0,1
Nitish Rana,604527,c & b Avesh Khan,8,7,1,0,114.29,1
Dinesh Karthik (c)†,30045,c Boult b Mishra,18,18,0,1,100.0,1
Shubman Gill,1070173,run out (Iyer/†Pant),37,29,3,1,127.59,1
Andre Russell,276298, b Avesh Khan,44,30,3,4,146.67,1
Shivam Mavi,1079848, b Mishra,0,3,0,0,0.0,1
Piyush Chawla,32966,c Munro b Maxwell,2,4,0,0,50.0,1
Mitchell Johnson,6033,not out ,12,6,2,0,200.0,1
Kuldeep Yadav,559235,not out ,7,6,1,0,116.67,1
