Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Niroshan Dickwella †,429754,c Root b Ali,95,97,12,0,97.94,0
Sadeera Samarawickrama,629076, b Ali,54,48,8,0,112.5,0
Dinesh Chandimal (c),300628,c Roy b TK Curran,80,73,6,2,109.59,0
Kusal Mendis,629074,c Stokes b Plunkett,56,33,1,6,169.7,0
Dasun Shanaka,437316,c Roy b Rashid,18,11,3,0,163.64,0
Thisara Perera,233514,c Hales b TK Curran,11,12,0,1,91.67,0
Dhananjaya de Silva,465793,not out ,19,15,1,1,126.67,0
Akila Dananjaya,574178,not out ,18,11,1,1,163.64,0
Jason Roy,298438, b Rajitha,4,6,1,0,66.67,1
Alex Hales,249866,c Mendis b Chameera,0,2,0,0,0.0,1
Joe Root,303669,c Samarawickrama b Chameera,10,16,0,0,62.5,1
Jos Buttler (c)†,308967,c †Dickwella b Chameera,0,2,0,0,0.0,1
Ben Stokes,311158,c Perera b Dananjaya,67,60,12,0,111.67,1
Moeen Ali,8917,c Chandimal b Dananjaya,37,37,5,1,100.0,1
Sam Curran,662973,c Sandakan b de Silva,2,8,0,0,25.0,1
Adil Rashid,244497, b Dananjaya,4,8,0,0,50.0,1
Liam Plunkett,19264,lbw b Dananjaya,5,10,0,0,50.0,1
Tom Curran,550235,not out ,1,8,0,0,12.5,1
