Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Imam-ul-Haq,568276,lbw b Philander,8,21,35,2,0,38.1,0
Fakhar Zaman,512191,c Bavuma b Steyn,1,15,21,0,0,6.67,0
Shan Masood,233901,c †de Kock b Rabada,44,71,137,5,1,61.97,0
Azhar Ali,39037,c Amla b Olivier,2,19,23,0,0,10.53,0
Asad Shafiq,316397,c Elgar b Rabada,20,26,33,4,0,76.92,0
Babar Azam,348144,c du Plessis b Olivier,2,5,7,0,0,40.0,0
Sarfaraz Ahmed (c)†,227760,c †de Kock b Olivier,56,81,120,9,0,69.14,0
Mohammad Amir,290948,not out ,22,47,94,1,0,46.81,0
Yasir Shah,43685,c du Plessis b Olivier,5,8,10,1,0,62.5,0
Mohammad Abbas,389666,c †de Kock b Steyn,0,8,7,0,0,0.0,0
Shaheen Shah Afridi,1072470,c †de Kock b Steyn,3,7,15,0,0,42.86,0
Aiden Markram,600498, b Shan Masood,78,96,134,14,1,81.25,1
Dean Elgar,230852,c †Sarfraz Ahmed b Mohammad Amir,20,30,53,2,0,66.67,1
Hashim Amla,43906, b Mohammad Abbas,24,64,91,4,0,37.5,1
Theunis de Bruyn,486672,c Babar Azam b Shaheen Shah Afridi,13,32,58,2,0,40.62,1
Faf du Plessis (c),44828,c †Sarfraz Ahmed b Shaheen Shah Afridi,103,226,354,13,0,45.58,1
Temba Bavuma,372116,c †Sarfraz Ahmed b Shaheen Shah Afridi,75,162,235,10,0,46.3,1
Quinton de Kock †,379143,c Asad Shafiq b Mohammad Amir,59,78,107,8,0,75.64,1
Vernon Philander,46945, b Mohammad Amir,16,29,51,2,0,55.17,1
Kagiso Rabada,550215, b Mohammad Amir,11,13,18,2,0,84.62,1
Dale Steyn,47492,c Fakhar Zaman b Shaheen Shah Afridi,13,10,17,1,1,130.0,1
Duanne Olivier,486679,not out ,10,8,14,2,0,125.0,1
Imam-ul-Haq,568276,c Elgar b Steyn,6,13,16,1,0,46.15,2
Shan Masood,233901,c †de Kock b Steyn,61,110,176,9,0,55.45,2
Azhar Ali,39037,lbw b Rabada,6,13,31,0,0,46.15,2
Asad Shafiq,316397,c †de Kock b Philander,88,118,165,12,1,74.58,2
Babar Azam,348144,c Amla b Rabada,72,87,144,15,0,82.76,2
Fakhar Zaman,512191,c & b Rabada,7,8,12,1,0,87.5,2
Sarfaraz Ahmed (c)†,227760,lbw b Olivier,6,24,29,1,0,25.0,2
Mohammad Amir,290948,c †de Kock b Steyn,0,5,10,0,0,0.0,2
Yasir Shah,43685,c sub (Zubayr Hamza) b Steyn,5,12,18,1,0,41.67,2
Mohammad Abbas,389666,not out ,10,29,53,2,0,34.48,2
Shaheen Shah Afridi,1072470,c Philander b Rabada,14,9,15,1,1,155.56,2
Dean Elgar,230852,not out ,24,39,48,4,0,61.54,3
Theunis de Bruyn,486672,c †Sarfraz Ahmed b Mohammad Abbas,4,10,13,1,0,40.0,3
Hashim Amla,43906,retired hurt ,2,5,19,0,0,40.0,3
Faf du Plessis (c),44828,not out ,3,6,14,0,0,50.0,3
