Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Usman Khawaja,215155,c O'Keefe b Dwarshuis,6,4,1,0,150.0,0
Alex Hales,249866,c Silk b Brathwaite,110,56,9,8,196.43,0
Callum Ferguson (c),5236,c Silk b Pope,42,23,3,3,182.61,0
Sam Billings †,297628,c Christian b Dwarshuis,33,21,3,1,157.14,0
Ben Cutting,230371,c Bird b Dwarshuis,33,14,2,3,235.71,0
Nathan McAndrew,785323,not out ,3,2,0,0,150.0,0
Oliver Davies,1076377,not out ,0,0,0,0,,0
Josh Philippe †,1124282,run out (Ferguson/Sangha),20,11,4,0,181.82,1
James Vince,296597,c Cutting b Sangha,38,23,7,0,165.22,1
Daniel Hughes (c),571761, b Cutting,1,2,0,0,50.0,1
Moises Henriques,5961,c †Billings b Sangha,56,35,7,1,160.0,1
Jordan Silk,437669, b Doggett,42,30,3,1,140.0,1
Dan Christian,4864,not out ,21,16,3,0,131.25,1
Carlos Brathwaite,457249,not out ,2,3,0,0,66.67,1
