Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Niroshan Dickwella †,429754,c Dhawan b Bumrah,31,24,3,2,129.17,0
Danushka Gunathilaka,345821,st †Dhoni b Chahal,19,37,2,0,51.35,0
Kusal Mendis,629074,lbw b Chahal,19,48,2,0,39.58,0
Upul Tharanga (c),50747,c Kohli b Pandya,9,7,2,0,128.57,0
Angelo Mathews,49764,lbw b Patel,20,41,2,0,48.78,0
Milinda Siriwardana,222354,c Sharma b Bumrah,58,58,2,1,100.0,0
Chamara Kapugedera,209457, b Bumrah,40,61,2,0,65.57,0
Akila Dananjaya,574178,c Patel b Bumrah,9,11,1,0,81.82,0
Dushmantha Chameera,552152,not out ,6,7,0,0,85.71,0
Vishwa Fernando,465783,not out ,3,6,0,0,50.0,0
Rohit Sharma,34102,lbw b Dananjaya,54,45,5,3,120.0,1
Shikhar Dhawan,28235,c Mathews b Siriwardana,49,50,6,1,98.0,1
KL Rahul,422108, b Dananjaya,4,6,0,0,66.67,1
Kedar Jadhav,290716, b Dananjaya,1,3,0,0,33.33,1
Virat Kohli (c),253802, b Dananjaya,4,2,1,0,200.0,1
MS Dhoni †,28081,not out ,45,68,1,0,66.18,1
Hardik Pandya,625371,st †Dickwella b Dananjaya,0,3,0,0,0.0,1
Axar Patel,554691,lbw b Dananjaya,6,9,0,0,66.67,1
Bhuvneshwar Kumar,326016,not out ,53,80,4,1,66.25,1
