Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Phil Salt,669365,c Vince b Pope,25,13,3,1,192.31,0
Jake Weatherald,781285,c Dwarshuis b Bird,15,9,2,1,166.67,0
Alex Carey (c)†,326434, b Hazlewood,29,31,2,1,93.55,0
Jonathan Wells,233680,not out ,40,28,5,0,142.86,0
Cameron White,8291,c Edwards b Pope,18,18,0,2,100.0,0
Matthew Short,605575,run out (Curran/†Philippe),0,0,0,0,,0
Michael Neser,376169,c Vince b Dwarshuis,25,15,3,1,166.67,0
Rashid Khan,793463,not out ,14,6,1,1,233.33,0
Josh Philippe †,1124282,not out ,83,52,5,4,159.62,1
Justin Avendano,1125715,c †Carey b Conway,47,33,4,2,142.42,1
Daniel Hughes (c),571761,c Short b Rashid Khan,24,19,3,0,126.32,1
James Vince,296597,c Rashid Khan b Siddle,13,11,0,1,118.18,1
Tom Curran,550235,not out ,10,3,1,1,333.33,1
