Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Luke Ronchi †,7502,c Mosaddek Hossain b Mashrafe Mortaza,0,1,1,0,0,0.0,0
Kane Williamson (c),277906,c Tamim Iqbal b Shakib Al Hasan,12,13,23,2,0,92.31,0
Colin Munro,232359,c †Nurul Hasan b Rubel Hossain,101,54,71,7,7,187.04,0
Corey Anderson,277662, b Mosaddek Hossain,4,3,2,1,0,133.33,0
Tom Bruce,707113,not out ,59,39,65,5,1,151.28,0
Colin de Grandhomme,55395, b Rubel Hossain,2,2,1,0,0,100.0,0
James Neesham,355269, b Rubel Hossain,5,5,10,0,0,100.0,0
Mitchell Santner,502714,run out (Rubel Hossain),4,4,3,0,0,100.0,0
Ben Wheeler,440523,not out ,0,0,1,0,0,,0
Tamim Iqbal,56194,run out (Williamson/de Grandhomme),13,7,17,2,0,185.71,1
Imrul Kayes,280734,c Bruce b Santner,0,3,3,0,0,0.0,1
Sabbir Rahman,373538,c Boult b Sodhi,48,32,56,3,3,150.0,1
Shakib Al Hasan,56143,c Neesham b Wheeler,1,2,4,0,0,50.0,1
Soumya Sarkar,436677,c Munro b Boult,39,26,30,3,2,150.0,1
Mahmudullah,56025,c de Grandhomme b Sodhi,19,15,24,0,1,126.67,1
Mosaddek Hossain,550133,c Santner b Williamson,1,7,5,0,0,14.29,1
Nurul Hasan †,410765,c Boult b Williamson,10,9,16,0,0,111.11,1
Mashrafe Mortaza (c),56007,c Boult b Sodhi,1,2,2,0,0,50.0,1
Rubel Hossain,300619,c †Bruce b Wheeler,1,2,5,0,0,50.0,1
Mustafizur Rahman,330902,not out ,0,4,3,0,0,0.0,1
