Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Stuart Thompson,414821,c Najibullah Zadran b Amir Hamza,56,35,45,6,2,160.0,0
Paul Stirling,303427, b Amir Hamza,0,2,2,0,0,0.0,0
William Porterfield (c),24611,run out (Rashid Khan),39,30,55,5,0,130.0,0
Kevin O'Brien,24605,st †Mohammad Shahzad b Rashid Khan,11,14,21,1,0,78.57,0
Gary Wilson †,24609,not out ,41,27,40,3,1,151.85,0
Lorcan Tucker,928057,run out (Rashid Khan/†Mohammad Shahzad),14,13,18,2,0,107.69,0
Mohammad Shahzad †,419873,run out (Dockrell),47,41,62,6,1,114.63,1
Najeeb Tarakai,533953,c †Wilson b O'Brien,27,15,28,3,2,180.0,1
Samiullah Shinwari,318339,c Dockrell b SR Thompson,56,36,65,6,3,155.56,1
Asghar Afghan (c),320652,not out ,20,13,22,2,1,153.85,1
Mohammad Nabi,25913,c Dockrell b Young,1,2,6,0,0,50.0,1
Shafiqullah,362603,not out ,6,1,1,0,1,600.0,1
