Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Mayank Agarwal,398438,c Hogg b Russell,9,11,22,1,0,81.82,0
Quinton de Kock †,379143,c Pathan b Russell,17,10,10,1,1,170.0,0
Shreyas Iyer,642519,lbw b Russell,0,3,2,0,0,0.0,0
Karun Nair,398439,c Pandey b Hastings,3,8,13,0,0,37.5,0
Sanju Samson,425943,c †Uthappa b Hogg,15,13,41,2,0,115.38,0
Pawan Negi,530773,st †Uthappa b Hogg,11,19,21,0,1,57.89,0
Carlos Brathwaite,457249,lbw b Chawla,6,4,3,0,1,150.0,0
Chris Morris,439952, b Chawla,11,9,7,2,0,122.22,0
Nathan Coulter-Nile,261354,not out ,7,11,22,1,0,63.64,0
Amit Mishra,31107,c Gambhir b Hogg,3,9,8,0,0,33.33,0
Zaheer Khan (c),30102,c Pandey b Hastings,4,9,10,1,0,44.44,0
Robin Uthappa †,35582,c Morris b Mishra,35,33,45,7,0,106.06,1
Gautam Gambhir (c),28763,not out ,38,41,69,5,0,92.68,1
Manish Pandey,290630,not out ,15,12,23,3,0,125.0,1
