Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
D'Arcy Short,308798,c †Handscomb b Worrall,0,3,0,0,0.0,0
Simon Milenko,326639,c †Handscomb b Coulter-Nile,12,9,1,0,133.33,0
Caleb Jewell,834741,c †Handscomb b Coulter-Nile,26,28,2,0,92.86,0
Ben McDermott (c)†,603410,c Maxwell b Steyn,17,19,1,0,89.47,0
David Miller,321777,c †Handscomb b Steyn,0,2,0,0,0.0,0
George Bailey,4451,not out ,7,4,1,0,175.0,0
James Faulkner,270484,not out ,2,1,0,0,200.0,0
Marcus Stoinis,325012,c Miller b Meredith,25,19,3,0,131.58,1
Nic Maddinson,333780,lbw b Faulkner,2,4,0,0,50.0,1
Nick Larkin,533870,lbw b Faulkner,0,1,0,0,0.0,1
Peter Handscomb †,334337,not out ,22,21,1,0,104.76,1
Glenn Maxwell (c),325026,not out ,0,0,0,0,,1
