Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Chris Gayle,51880,c Samson b Morris,6,8,17,1,0,75.0,0
Shane Watson (c),8180,st †Pant b Nadeem,24,24,42,4,0,100.0,0
Mandeep Singh,398506, b Cummins,12,10,10,3,0,120.0,0
Kedar Jadhav,290716,c Morris b Khan,69,37,53,5,5,186.49,0
Stuart Binny,27223,c Billings b Khan,16,18,30,1,0,88.89,0
Vishnu Vinod †,732293,run out (Nadeem/Khan),9,5,8,0,1,180.0,0
Pawan Negi,530773, b Morris,10,8,12,0,1,125.0,0
Iqbal Abdulla,277237,not out ,5,7,13,0,0,71.43,0
Tymal Mills,459257, b Morris,0,3,2,0,0,0.0,0
Aditya Tare,333904, b Mills,18,17,20,3,0,105.88,1
Sam Billings,297628,c Stanlake b Iqbal Abdulla,25,19,35,1,1,131.58,1
Karun Nair,398439, b Stanlake,4,3,4,1,0,133.33,1
Sanju Samson,425943,c Binny b Stanlake,13,12,27,1,0,108.33,1
Rishabh Pant †,931581, b Negi,57,36,70,3,4,158.33,1
Chris Morris,439952,lbw b Iqbal Abdulla,4,5,12,0,0,80.0,1
Carlos Brathwaite,457249, b Chahal,1,5,8,0,0,20.0,1
Pat Cummins,489889, b Watson,6,6,11,1,0,100.0,1
Amit Mishra,31107,not out ,8,14,24,0,0,57.14,1
Shahbaz Nadeem,31872,c & b Negi,0,2,3,0,0,0.0,1
Zaheer Khan (c),30102,not out ,1,1,1,0,0,100.0,1
