Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
KL Rahul,422108,c Archer b Unadkat,52,47,86,3,2,110.64,0
Chris Gayle,51880,c †Samson b Archer,30,22,24,2,3,136.36,0
Mayank Agarwal,398438,c Archer b Sodhi,26,12,15,1,2,216.67,0
David Miller,321777,c Buttler b Kulkarni,40,27,57,2,2,148.15,0
Nicholas Pooran †,604302,c Rahane b Archer,5,6,6,0,0,83.33,0
Mandeep Singh,398506, b Archer,0,2,2,0,0,0.0,0
Ravichandran Ashwin (c),26421,not out ,17,4,6,1,2,425.0,0
Mujeeb Ur Rahman,974109,not out ,0,1,4,0,0,0.0,0
Rahul Tripathi,446763,c Agarwal b R Ashwin,50,45,74,4,0,111.11,1
Jos Buttler,308967,c †Pooran b Arshdeep Singh,23,17,18,1,2,135.29,1
Sanju Samson †,425943, b R Ashwin,27,21,33,2,0,128.57,1
Ajinkya Rahane (c),277916,c Mohammed Shami b Arshdeep Singh,26,21,37,1,0,123.81,1
Ashton Turner,500268,c Miller b M Ashwin,0,1,2,0,0,0.0,1
Jofra Archer,669855,c Rahul b Mohammed Shami,1,3,3,0,0,33.33,1
Stuart Binny,27223,not out ,33,11,18,2,3,300.0,1
Shreyas Gopal,344580,c Agarwal b Mohammed Shami,0,1,4,0,0,0.0,1
Jaydev Unadkat,390484,not out ,0,0,4,0,0,,1
