Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Babar Azam (c),348144,c Billings b Rashid,56,44,55,7,0,127.27,0
Fakhar Zaman,512191,c Banton b Rashid,36,22,38,5,1,163.64,0
Mohammad Hafeez,41434,c Morgan b Curran,69,36,63,5,4,191.67,0
Shoaib Malik,42657,c Morgan b Jordan,14,11,23,1,0,127.27,0
Iftikhar Ahmed,480603,not out ,8,9,23,0,0,88.89,0
Shadab Khan,922943,not out ,0,0,1,0,0,,0
Tom Banton,877051,lbw b Shadab Khan,20,16,37,0,1,125.0,1
Jonny Bairstow †,297433,c Imad Wasim b Shadab Khan,44,24,34,4,2,183.33,1
Dawid Malan,236489,not out ,54,36,65,6,1,150.0,1
Eoin Morgan (c),24598,c sub (Khushdil Shah) b Haris Rauf,66,33,45,6,4,200.0,1
Moeen Ali,8917,c Babar Azam b Shadab Khan,1,2,5,0,0,50.0,1
Sam Billings,297628,c Fakhar Zaman b Haris Rauf,10,5,8,2,0,200.0,1
Lewis Gregory,362201,not out ,0,0,2,0,0,,1
