Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Luke Ronchi †,7502,not out ,85,58,9,2,146.55,0
Colin Munro,232359,c Jordan b Mohammad Amir,1,5,0,0,20.0,0
Rizwan Hussain,962107,c Hales b Umer Khan,22,14,2,1,157.14,0
Colin Ingram,45705,c †Walton b Imad Wasim,16,12,1,1,133.33,0
Shadab Khan (c),922943,not out ,54,31,3,4,174.19,0
Sharjeel Khan,227762,c †Ronchi b Rumman Raees,38,20,3,4,190.0,1
Babar Azam,348144,run out (Shadab Khan),0,0,0,0,,1
Alex Hales,249866,st †Ronchi b Ahmed Safi Abdullah,52,30,3,3,173.33,1
Cameron Delport,322810,c †Ronchi b Steyn,38,28,1,3,135.71,1
Chadwick Walton †,315586,not out ,23,17,3,0,135.29,1
Iftikhar Ahmed,480603,run out (Rizwan Hussain),1,2,0,0,50.0,1
Imad Wasim (c),227758,not out ,32,15,2,2,213.33,1
