Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ahmed Shehzad,259410, b Nurse,67,83,6,0,80.72,0
Kamran Akmal,41028,c Walton b Holder,47,48,5,3,97.92,0
Mohammad Hafeez,41434,c Walton b Nurse,88,92,6,3,95.65,0
Babar Azam,348144,c Joseph b Nurse,13,21,0,0,61.9,0
Shoaib Malik,42657,c Holder b Nurse,53,38,6,2,139.47,0
Sarfaraz Ahmed (c)†,227760,not out ,20,13,2,0,153.85,0
Imad Wasim,227758,not out ,6,6,0,0,100.0,0
Evin Lewis,431901, b Mohammad Hafeez,47,63,3,2,74.6,1
Chadwick Walton,315586,c Wahab Riaz b Mohammad Amir,7,16,1,0,43.75,1
Kieran Powell,252932,c Kamran Akmal b Wahab Riaz,61,86,5,0,70.93,1
Shai Hope †,581379,st †Sarfraz Ahmed b Shadab Khan,24,34,1,1,70.59,1
Jason Mohammed,230549,not out ,91,58,11,3,156.9,1
Jonathan Carter,314615,c Wahab Riaz b Mohammad Amir,14,15,1,0,93.33,1
Jason Holder (c),391485,c Babar Azam b Shadab Khan,11,8,0,1,137.5,1
Ashley Nurse,315594,not out ,34,15,5,1,226.67,1
