Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Shane Watson (c),8180,c †Philippe b Curran,28,24,2,2,116.67,0
Jason Sangha,959827,c O'Keefe b Abbott,5,8,0,0,62.5,0
Callum Ferguson,5236,c Hughes b O'Keefe,26,33,1,0,78.79,0
Anton Devcich,36948,c O'Keefe b Abbott,22,22,2,0,100.0,0
Chris Green,787073,not out ,34,22,3,0,154.55,0
Daniel Sams,826901,c Abbott b Curran,2,3,0,0,66.67,0
Chris Jordan,288992,c Curran b Dwarshuis,1,3,0,0,33.33,0
Baxter Holt †,1126693,not out ,4,5,0,0,80.0,0
Josh Philippe †,1124282,run out (Jordan/†Holt),0,1,0,0,0.0,1
Daniel Hughes,571761,not out ,41,27,5,0,151.85,1
James Vince,296597,not out ,43,35,2,2,122.86,1
