Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Evin Lewis,431901,c Hasan Ali b Imad Wasim,7,8,0,1,87.5,0
Chadwick Walton †,315586,c Shoaib Malik b Shadab Khan,40,31,2,4,129.03,0
Marlon Samuels,52983, b Hasan Ali,22,21,1,2,104.76,0
Jason Mohammed,230549, b Hasan Ali,1,10,0,0,10.0,0
Lendl Simmons,53116,run out (Hasan Ali),1,4,0,0,25.0,0
Kieron Pollard,230559, b Rumman Raees,3,6,0,0,50.0,0
Carlos Brathwaite (c),457249,not out ,37,24,2,2,154.17,0
Jason Holder,391485,c sub (Mohammad Nawaz) b Shadab Khan,0,4,0,0,0.0,0
Sunil Narine,230558, b Wahab Riaz,9,9,0,0,100.0,0
Samuel Badree,51433,not out ,1,3,0,0,33.33,0
Ahmed Shehzad,259410, b Williams,53,45,6,1,117.78,1
Kamran Akmal,41028,c Williams b Samuels,20,21,3,1,95.24,1
Babar Azam,348144,c sub (R Powell) b Williams,38,36,1,1,105.56,1
Shoaib Malik,42657,not out ,9,7,1,0,128.57,1
Sarfaraz Ahmed (c)†,227760,not out ,3,5,0,0,60.0,1
