Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Niroshan Dickwella †,429754,lbw b Ali,52,70,5,0,74.29,0
Sadeera Samarawickrama,629076,c †Buttler b Woakes,1,7,0,0,14.29,0
Dinesh Chandimal (c),300628, b Ali,33,47,2,0,70.21,0
Kusal Mendis,629074,lbw b Rashid,5,14,0,0,35.71,0
Dhananjaya de Silva,465793,c †Buttler b Curran,17,28,2,0,60.71,0
Dasun Shanaka,437316,run out (Morgan/Woakes),66,66,4,5,100.0,0
Thisara Perera,233514,run out (Stokes/†Buttler),44,41,2,1,107.32,0
Akila Dananjaya,574178,not out ,32,26,2,1,123.08,0
Lasith Malinga,49758,not out ,4,1,1,0,400.0,0
Jason Roy,298438,lbw b Dananjaya,45,49,5,1,91.84,1
Alex Hales,249866,st †Dickwella b Dananjaya,12,23,2,0,52.17,1
Joe Root,303669,not out ,32,57,0,0,56.14,1
Eoin Morgan (c),24598,not out ,31,34,3,1,91.18,1
