Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Shikhar Dhawan,28235,c Phehlukwayo b Rabada,34,23,30,8,0,147.83,0
Rohit Sharma,34102,c †Klaasen b Ngidi,115,126,179,11,4,91.27,0
Virat Kohli (c),253802,run out (Duminy),36,54,76,2,0,66.67,0
Ajinkya Rahane,277916,run out (Morkel/†Klaasen),8,18,25,0,0,44.44,0
Shreyas Iyer,642519,c †Klaasen b Ngidi,30,37,57,2,0,81.08,0
Hardik Pandya,625371,c †Klaasen b Ngidi,0,1,1,0,0,0.0,0
MS Dhoni †,28081,c Markram b Ngidi,13,17,28,1,0,76.47,0
Bhuvneshwar Kumar,326016,not out ,19,20,26,2,0,95.0,0
Kuldeep Yadav,559235,not out ,2,4,7,0,0,50.0,0
Hashim Amla,43906,run out (Pandya),71,92,151,5,0,77.17,1
Aiden Markram (c),600498,c Kohli b Bumrah,32,32,40,4,1,100.0,1
Jean-Paul Duminy,44932,c Sharma b Pandya,1,5,7,0,0,20.0,1
AB de Villiers,44936,c †Dhoni b Pandya,6,7,8,0,0,85.71,1
David Miller,321777, b Chahal,36,51,56,2,1,70.59,1
Heinrich Klaasen †,436757,st †Dhoni b Kuldeep Yadav,39,42,72,2,2,92.86,1
Andile Phehlukwayo,540316, b Kuldeep Yadav,0,3,4,0,0,0.0,1
Kagiso Rabada,550215,c Chahal b Kuldeep Yadav,3,17,26,0,0,17.65,1
Morne Morkel,46538,lbw b Chahal,1,3,8,0,0,33.33,1
Tabraiz Shamsi,379145,c Pandya b Kuldeep Yadav,0,1,2,0,0,0.0,1
Lungi Ngidi,542023,not out ,4,1,2,1,0,400.0,1
