Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Kraigg Brathwaite,348024,c †Chakabva b Jarvis,3,22,38,0,0,13.64,0
Kieran Powell,252932,c Ervine b Cremer,56,133,187,6,0,42.11,0
Kyle Hope,443150,c †Chakabva b Mire,16,23,27,3,0,69.57,0
Shai Hope,581379,not out ,90,201,266,7,1,44.78,0
Roston Chase,391832,c Ervine b Sikandar Raza,31,64,77,3,0,48.44,0
Jermaine Blackwood,431909,st †Chakabva b Cremer,1,15,12,0,0,6.67,0
Shane Dowrich †,431905,c Masakadza b Williams,11,17,24,2,0,64.71,0
Jason Holder (c),391485,lbw b Williams,8,13,15,2,0,61.54,0
Devendra Bishoo,341593,c Ervine b Williams,0,5,7,0,0,0.0,0
Kemar Roach,230553,lbw b Cremer,0,3,3,0,0,0.0,0
Shannon Gabriel,446101,c Ervine b Cremer,0,1,1,0,0,0.0,0
Hamilton Masakadza,55608,c †Dowrich b Bishoo,42,78,116,4,1,53.85,1
Solomon Mire,290462,c Brathwaite b Roach,27,36,52,4,1,75.0,1
Craig Ervine,55412,lbw b Bishoo,39,89,150,5,0,43.82,1
Brendan Taylor,55814,c Blackwood b Bishoo,1,7,9,0,0,14.29,1
Sean Williams,55870,c †Dowrich b Roach,7,25,68,0,0,28.0,1
Sikandar Raza,299572,c Gabriel b Bishoo,6,25,26,0,0,24.0,1
Malcolm Waller,55872, b Holder,11,27,32,0,0,40.74,1
Regis Chakabva †,293831,c Chase b Bishoo,12,21,24,0,1,57.14,1
Graeme Cremer (c),55346, b Holder,0,11,18,0,0,0.0,1
Kyle Jarvis,332996,not out ,2,24,37,0,0,8.33,1
Chris Mpofu,55633,c †Dowrich b Gabriel,10,26,30,0,0,38.46,1
Kraigg Brathwaite,348024,lbw b Sikandar Raza,86,229,278,4,1,37.55,2
Kieran Powell,252932, b Cremer,17,34,45,1,1,50.0,2
Kyle Hope,443150,lbw b Jarvis,43,106,115,5,0,40.57,2
Shai Hope,581379,lbw b Jarvis,44,122,168,4,0,36.07,2
Roston Chase,391832, b Williams,95,139,209,8,1,68.35,2
Jermaine Blackwood,431909,st †Chakabva b Williams,3,5,9,0,0,60.0,2
Shane Dowrich †,431905,c Masakadza b Williams,12,18,13,2,0,66.67,2
Jason Holder (c),391485,c Mpofu b Cremer,24,23,31,2,1,104.35,2
Devendra Bishoo,341593,c Williams b Cremer,44,71,88,4,1,61.97,2
Kemar Roach,230553, b Cremer,0,1,1,0,0,0.0,2
Shannon Gabriel,446101,not out ,0,8,12,0,0,0.0,2
Hamilton Masakadza,55608,c SD Hope b Brathwaite,57,93,122,10,0,61.29,3
Solomon Mire,290462, b Roach,47,77,130,7,0,61.04,3
Craig Ervine,55412,lbw b Bishoo,18,36,61,3,0,50.0,3
Brendan Taylor,55814,run out (†Dowrich/Brathwaite),73,151,191,8,0,48.34,3
Sean Williams,55870,st †Dowrich b Bishoo,6,14,21,1,0,42.86,3
Sikandar Raza,299572,c Chase b Bishoo,30,65,75,2,1,46.15,3
Malcolm Waller,55872,run out (SD Hope),11,13,23,2,0,84.62,3
Regis Chakabva †,293831,c & b Chase,1,6,6,0,0,16.67,3
Graeme Cremer (c),55346,c & b Bishoo,9,25,23,0,0,36.0,3
Kyle Jarvis,332996,not out ,23,41,49,3,0,56.1,3
Chris Mpofu,55633,c Powell b Chase,33,25,32,4,1,132.0,3
