Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Ibrahim Zadran,921509,c Sikandar Raza b Burl,72,130,173,8,0,55.38,0
Javed Ahmadi,308235,c Williams b Nyauchi,4,3,7,1,0,133.33,0
Rahmat Shah,533956,run out (Musakanda/†Chakabva),23,45,62,2,0,51.11,0
Hashmatullah Shahidi,440970,not out ,200,443,590,21,1,45.15,0
Asghar Afghan (c),320652,lbw b Sikandar Raza,164,257,370,14,2,63.81,0
Nasir Jamal,524048,not out ,55,91,115,4,0,60.44,0
Prince Masvaure,232442, b Amir Hamza,65,143,175,5,0,45.45,1
Kevin Kasuza,453274,c †Afsar Zazai b Rashid Khan,41,90,118,6,0,45.56,1
Tarisai Musakanda,596375,lbw b Rashid Khan,41,90,139,4,1,45.56,1
Sean Williams (c),55870,c Amir Hamza b Sayed Shirzad,8,17,18,1,0,47.06,1
Wesley Madhevere,938959,c †Afsar Zazai b Sayed Shirzad,0,1,2,0,0,0.0,1
Sikandar Raza,299572,c Rahmat Shah b Rashid Khan,85,129,185,7,1,65.89,1
Ryan Burl,495964, b Amir Hamza,0,5,5,0,0,0.0,1
Regis Chakabva †,293831,c Ibrahim Zadran b Rashid Khan,33,34,46,5,0,97.06,1
Donald Tiripano,392945,c Nasir Jamal b Amir Hamza,3,25,17,0,0,12.0,1
Blessing Muzarabani,827051,run out (Rahmat Shah/Rashid Khan),0,16,50,0,0,0.0,1
Victor Nyauchi,453277,not out ,0,0,3,0,0,,1
Prince Masvaure,232442,c & b Javed Ahmadi,15,74,104,2,0,20.27,2
Kevin Kasuza,453274,c Rahmat Shah b Rashid Khan,30,92,109,2,0,32.61,2
Tarisai Musakanda,596375,lbw b Rashid Khan,15,67,88,0,0,22.39,2
Sean Williams (c),55870,not out ,151,309,465,13,1,48.87,2
Wesley Madhevere,938959,c †Afsar Zazai b Sayed Shirzad,0,3,6,0,0,0.0,2
Sikandar Raza,299572,c Nasir Jamal b Rashid Khan,22,39,51,0,3,56.41,2
Ryan Burl,495964,lbw b Rashid Khan,0,4,3,0,0,0.0,2
Regis Chakabva †,293831,lbw b Rashid Khan,0,3,8,0,0,0.0,2
Donald Tiripano,392945,lbw b Rashid Khan,95,258,261,16,0,36.82,2
Blessing Muzarabani,827051,c †Afsar Zazai b Amir Hamza,17,43,48,4,0,39.53,2
Victor Nyauchi,453277,lbw b Rashid Khan,0,1,6,0,0,0.0,2
Javed Ahmadi,308235, b Muzarabani,4,6,5,1,0,66.67,3
Ibrahim Zadran,921509,c Musakanda b Burl,29,65,95,3,0,44.62,3
Rahmat Shah,533956, b Burl,58,76,109,9,1,76.32,3
Shahidullah,633366,c Kasuza b Muzarabani,0,3,6,0,0,0.0,3
Nasir Jamal,524048,not out ,4,6,17,0,0,66.67,3
Hashmatullah Shahidi,440970,not out ,6,3,4,1,0,200.0,3
