Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Chris Gayle,51880,c Shubman Gill b Sandeep Warrier,14,14,23,2,0,100.0,0
KL Rahul,422108,c Lynn b Sandeep Warrier,2,7,14,0,0,28.57,0
Mayank Agarwal,398438,run out (Singh/Narine),36,26,55,2,1,138.46,0
Nicholas Pooran †,604302,c Sandeep Warrier b Rana,48,27,32,3,4,177.78,0
Mandeep Singh,398506,c Uthappa b Gurney,25,17,35,1,1,147.06,0
Sam Curran,662973,not out ,55,24,35,7,2,229.17,0
Ravichandran Ashwin (c),26421, b Russell,0,3,5,0,0,0.0,0
Andrew Tye,459508,not out ,0,2,10,0,0,0.0,0
Shubman Gill,1070173,not out ,65,49,88,5,2,132.65,1
Chris Lynn,326637,c & b Tye,46,22,28,5,3,209.09,1
Robin Uthappa,35582,c Agarwal b R Ashwin,22,14,19,2,1,157.14,1
Andre Russell,276298,c Tye b Mohammed Shami,24,14,23,2,2,171.43,1
Dinesh Karthik (c)†,30045,not out ,21,9,20,2,1,233.33,1
