Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Danushka Gunathilaka,345821,c †Sarfraz Ahmed b Usman Shinwari,18,11,3,0,163.64,0
Dilshan Munaweera,304735, b Imad Wasim,0,2,0,0,0.0,0
Sadeera Samarawickrama †,629076, b Faheem Ashraf,23,23,2,0,100.0,0
Ashan Priyanjan,233802,c Shoaib Malik b Shadab Khan,12,20,0,0,60.0,0
Mahela Udawatte,50802,lbw b Mohammad Hafeez,8,9,1,0,88.89,0
Sachith Pathirana,212756,c & b Hasan Ali,4,5,0,0,80.0,0
Dasun Shanaka,437316,st †Sarfraz Ahmed b Mohammad Hafeez,0,3,0,0,0.0,0
Seekkuge Prasanna,268740,not out ,23,23,0,2,100.0,0
Thisara Perera (c),233514,c †Sarfraz Ahmed b Usman Shinwari,6,7,1,0,85.71,0
Isuru Udana,328026, b Hasan Ali,0,1,0,0,0.0,0
Vikum Sanjaya,422092,c Faheem Ashraf b Hasan Ali,4,7,0,0,57.14,0
Fakhar Zaman,512191, b Sanjaya,6,10,0,0,60.0,1
Ahmed Shehzad,259410,c †Samarawickrama b Sanjaya,22,32,1,0,68.75,1
Babar Azam,348144,st †Samarawickrama b Pathirana,1,8,0,0,12.5,1
Shoaib Malik,42657,not out ,42,31,4,0,135.48,1
Mohammad Hafeez,41434,not out ,25,23,3,0,108.7,1
