Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Alex Carey †,326434,not out ,83,59,8,2,140.68,0
Jake Weatherald,781285,c Hughes b Dwarshuis,0,3,0,0,0.0,0
Travis Head (c),530011,st †Billings b Botha,29,24,3,1,120.83,0
Colin Ingram,45705,c Roy b Dwarshuis,15,15,1,0,100.0,0
Jonathan Wells,233680,not out ,33,19,3,1,173.68,0
Jason Roy,298438,c Lehmann b Laughlin,21,18,2,1,116.67,1
Daniel Hughes,571761,c Wells b Stanlake,4,4,0,0,100.0,1
Nic Maddinson,333780,c †Carey b Neser,0,2,0,0,0.0,1
Jordan Silk,437669, b Rashid Khan,50,32,7,0,156.25,1
Sam Billings †,297628, b Rashid Khan,8,10,0,0,80.0,1
Johan Botha (c),44149,c Head b Laughlin,25,26,1,0,96.15,1
Steve O'Keefe,7069, b Neser,28,15,2,2,186.67,1
Sean Abbott,398666, b Stanlake,0,2,0,0,0.0,1
Ben Dwarshuis,679567,not out ,21,11,1,2,190.91,1
