Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Azhar Ali,39037, b Chase,127,334,490,8,2,38.02,0
Shan Masood,233901,c Holder b Chase,9,30,60,0,0,30.0,0
Babar Azam,348144,c Powell b Joseph,55,124,176,3,0,44.35,0
Younis Khan,43652,lbw b Holder,18,75,113,1,0,24.0,0
Misbah-ul-Haq (c),41378,c †Dowrich b Chase,59,148,226,6,1,39.86,0
Asad Shafiq,316397,c Singh b Chase,17,38,53,2,0,44.74,0
Sarfaraz Ahmed †,227760,c Hope b Bishoo,51,73,115,4,0,69.86,0
Mohammad Amir,290948, b Holder,7,16,14,0,0,43.75,0
Yasir Shah,43685,c Powell b Holder,0,1,2,0,0,0.0,0
Mohammad Abbas,389666,st †Dowrich b Bishoo,4,43,74,0,0,9.3,0
Hasan Ali,681305,not out ,8,5,10,2,0,160.0,0
Kraigg Brathwaite,348024,c †Sarfaraz Ahmed b Yasir Shah,29,123,190,1,0,23.58,1
Kieran Powell,252932,c Azhar Ali b Yasir Shah,31,82,119,2,0,37.8,1
Shimron Hetmyer,670025,c †Sarfaraz Ahmed b Yasir Shah,17,18,21,1,1,94.44,1
Shai Hope,581379,c Misbah-ul-Haq b Azhar Ali,29,116,174,2,0,25.0,1
Roston Chase,391832, b Mohammad Abbas,69,155,228,5,0,44.52,1
Vishaul Singh,399276,lbw b Mohammad Abbas,8,44,82,0,0,18.18,1
Shane Dowrich †,431905, b Mohammad Amir,20,53,82,1,0,37.74,1
Jason Holder (c),391485,not out ,30,87,140,3,1,34.48,1
Devendra Bishoo,341593,c Younis Khan b Mohammad Abbas,0,1,3,0,0,0.0,1
Alzarri Joseph,670031, b Mohammad Abbas,0,8,9,0,0,0.0,1
Shannon Gabriel,446101,c Babar Azam b Mohammad Abbas,0,6,15,0,0,0.0,1
Azhar Ali,39037,c sub (J Blackwood) b Gabriel,3,9,16,0,0,33.33,2
Shan Masood,233901,lbw b Gabriel,21,68,112,1,0,30.88,2
Babar Azam,348144,c Hetmyer b Chase,0,10,22,0,0,0.0,2
Younis Khan,43652,c Powell b Bishoo,35,73,115,3,0,47.95,2
Misbah-ul-Haq (c),41378,c †Dowrich b Bishoo,2,14,24,0,0,14.29,2
Asad Shafiq,316397,c & b Joseph,13,36,45,1,0,36.11,2
Sarfaraz Ahmed †,227760,c †Dowrich b Joseph,4,6,13,0,0,66.67,2
Mohammad Amir,290948,c Bishoo b Joseph,27,69,94,3,0,39.13,2
Yasir Shah,43685,not out ,38,55,85,2,1,69.09,2
Hasan Ali,681305,not out ,15,6,6,1,1,250.0,2
Kraigg Brathwaite,348024,c Hasan Ali b Yasir Shah,6,34,44,0,0,17.65,3
Kieran Powell,252932,c Shan Masood b Yasir Shah,4,17,26,0,0,23.53,3
Shimron Hetmyer,670025, b Mohammad Amir,25,36,49,3,0,69.44,3
Shai Hope,581379,lbw b Hasan Ali,17,54,88,2,0,31.48,3
Roston Chase,391832,not out ,101,239,366,12,1,42.26,3
Vishaul Singh,399276,c Babar Azam b Yasir Shah,2,13,27,0,0,15.38,3
Shane Dowrich †,431905,c Babar Azam b Yasir Shah,2,25,36,0,0,8.0,3
Jason Holder (c),391485,lbw b Hasan Ali,22,62,85,2,0,35.48,3
Devendra Bishoo,341593,c Shan Masood b Mohammad Abbas,3,45,71,0,0,6.67,3
Alzarri Joseph,670031,c †Sarfaraz Ahmed b Hasan Ali,5,32,59,1,0,15.62,3
Shannon Gabriel,446101, b Yasir Shah,4,22,32,1,0,18.18,3
