Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Rohit Sharma (c),34102,run out (Rubel Hossain),89,61,5,5,145.9,0
Shikhar Dhawan,28235, b Rubel Hossain,35,27,5,1,129.63,0
Suresh Raina,33335,c Soumya Sarkar b Rubel Hossain,47,30,5,2,156.67,0
Dinesh Karthik †,30045,not out ,2,2,0,0,100.0,0
Tamim Iqbal,56194, b Washington Sundar,27,19,4,1,142.11,1
Liton Das,536936,st †Karthik b Washington Sundar,7,7,1,0,100.0,1
Soumya Sarkar,436677, b Washington Sundar,1,3,0,0,33.33,1
Mushfiqur Rahim †,56029,not out ,72,55,8,1,130.91,1
Mahmudullah (c),56025,c Rahul b Chahal,11,8,2,0,137.5,1
Sabbir Rahman,373538, b Thakur,27,23,2,1,117.39,1
Mehidy Hasan Miraz,629063,c Raina b Mohammed Siraj,7,6,1,0,116.67,1
Abu Hider,550137,not out ,0,0,0,0,,1
