Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Alex Hales,249866,c Brathwaite b Allen,8,7,0,1,114.29,0
Jonny Bairstow †,297433,c Bishoo b Cottrell,12,8,2,0,150.0,0
Joe Root,303669,run out (Allen/†Hope),55,40,7,0,137.5,0
Eoin Morgan (c),24598,c †Hope b Brathwaite,1,3,0,0,33.33,0
Joe Denly,12454, b Allen,2,6,0,0,33.33,0
Sam Billings,297628,c †Hope b McCoy,87,47,10,3,185.11,0
David Willey,308251,not out ,13,9,0,1,144.44,0
Chris Gayle,51880,c Root b Willey,5,4,1,0,125.0,1
Shai Hope †,581379,c Morgan b Willey,7,12,1,0,58.33,1
Shimron Hetmyer,670025,c Willey b Plunkett,10,11,1,0,90.91,1
Darren Bravo,277472,c †Bairstow b Jordan,0,4,0,0,0.0,1
Jason Holder (c),391485,lbw b Jordan,0,1,0,0,0.0,1
Nicholas Pooran,604302,c †Bairstow b Jordan,1,4,0,0,25.0,1
Fabian Allen,670013,c Root b Jordan,1,3,0,0,33.33,1
Carlos Brathwaite,457249,c Willey b Rashid,10,4,0,1,250.0,1
Devendra Bishoo,341593,c Billings b Plunkett,8,20,1,0,40.0,1
Sheldon Cottrell,495551, b Rashid,2,4,0,0,50.0,1
Obed McCoy,906783,not out ,1,4,0,0,25.0,1
