Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma (c),34102, b Mishra,30,22,33,3,1,136.36,0
Quinton de Kock †,379143,run out (Rabada/†Pant/Patel),35,27,51,2,2,129.63,0
Ben Cutting,230371,lbw b Patel,2,4,8,0,0,50.0,0
Suryakumar Yadav,446507,c †Pant b Rabada,26,27,34,2,0,96.3,0
Krunal Pandya,471342,not out ,37,26,48,5,0,142.31,0
Hardik Pandya,625371,c †Pant b Rabada,32,15,22,2,3,213.33,0
Kieron Pollard,230559,not out ,0,0,3,0,0,,0
Prithvi Shaw,1070168,c HH Pandya b Chahar,20,24,37,2,0,83.33,1
Shikhar Dhawan,28235, b Chahar,35,22,29,5,1,159.09,1
Colin Munro,232359, b KH Pandya,3,9,13,0,0,33.33,1
Shreyas Iyer (c),642519, b Chahar,3,6,8,0,0,50.0,1
Rishabh Pant †,931581, b Bumrah,7,11,16,0,0,63.64,1
Axar Patel,554691, b Bumrah,26,23,35,1,1,113.04,1
Chris Morris,439952,c HH Pandya b Malinga,11,9,18,0,1,122.22,1
Keemo Paul,677081,run out (Bumrah),0,0,2,0,0,,1
Kagiso Rabada,550215,c Pollard b HH Pandya,9,8,12,0,1,112.5,1
Amit Mishra,31107,not out ,6,8,11,0,0,75.0,1
Ishant Sharma,236779,not out ,0,0,1,0,0,,1
