Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
David Warner,219889,c Uthappa b Russell,85,53,9,3,160.38,0
Jonny Bairstow †,297433, b Chawla,39,35,3,1,111.43,0
Vijay Shankar,477021,not out ,40,24,2,2,166.67,0
Yusuf Pathan,32498, b Russell,1,4,0,0,25.0,0
Manish Pandey,290630,not out ,8,5,1,0,160.0,0
Chris Lynn,326637,c Rashid Khan b Shakib Al Hasan,7,11,0,1,63.64,1
Nitish Rana,604527,lbw b Rashid Khan,68,47,8,3,144.68,1
Robin Uthappa,35582, b Kaul,35,27,3,1,129.63,1
Dinesh Karthik (c)†,30045,c Kumar b Sandeep Sharma,2,4,0,0,50.0,1
Andre Russell,276298,not out ,49,19,4,4,257.89,1
Shubman Gill,1070173,not out ,18,10,0,2,180.0,1
