Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Fakhar Zaman,512191,c †Ronchi b Duminy,34,24,2,2,141.67,0
Anton Devcich,36948,c Mohammad Sami b Faheem Ashraf,62,42,4,3,147.62,0
Agha Salman,623977,c Sahibzada Farhan b Shadab Khan,8,13,0,0,61.54,0
Denesh Ramdin †,52917, b Faheem Ashraf,9,20,0,0,45.0,0
Brendon McCullum (c),37737,not out ,33,12,2,3,275.0,0
Sunil Narine,230558, b Faheem Ashraf,6,5,1,0,120.0,0
Sohail Khan,317252, b Mohammad Sami,1,2,0,0,50.0,0
Aamer Yamin,434429,run out (Faheem Ashraf/†Ronchi),1,1,0,0,100.0,0
Salman Irshad,781705,run out (Faheem Ashraf/†Ronchi),1,1,0,0,100.0,0
Jean-Paul Duminy,44932,c McCullum b Narine,21,17,3,1,123.53,1
Luke Ronchi †,7502,c Aamer Yamin b Narine,77,41,5,6,187.8,1
Shadab Khan,922943,c Fakhar Zaman b Imran Khan,32,24,0,3,133.33,1
Asif Ali,494230,lbw b Narine,7,4,0,1,175.0,1
Misbah-ul-Haq (c),41378,not out ,12,18,1,0,66.67,1
Sahibzada Farhan,647785,not out ,3,4,0,0,75.0,1
