Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Jason Roy,298438, b Amad Butt,17,22,3,0,77.27,0
Shane Watson,8180,c Hales b Patel,8,6,0,1,133.33,0
Umar Amin,288211,c Hales b Amad Butt,28,27,0,1,103.7,0
Kevin Pietersen,19296,c †Ronchi b Faheem Ashraf,7,6,1,0,116.67,0
Sarfaraz Ahmed (c)†,227760, b Hussain Talat,43,30,3,2,143.33,0
Rilee Rossouw,318845,not out ,16,15,1,1,106.67,0
Anwar Ali,232491,c Duminy b Faheem Ashraf,2,3,0,0,66.67,0
Mohammad Nawaz,348148,c Duminy b Faheem Ashraf,1,3,0,0,33.33,0
Hassan Khan,959789,not out ,15,9,0,1,166.67,0
Jean-Paul Duminy,44932,c Hassan Khan b Rahat Ali,54,47,4,2,114.89,1
Luke Ronchi †,7502, b Rahat Ali,10,9,1,1,111.11,1
Alex Hales,249866,c Watson b Mir Hamza,16,12,2,0,133.33,1
Shadab Khan,922943, b Watson,18,18,3,0,100.0,1
Hussain Talat,628240,not out ,28,17,2,2,164.71,1
Asif Ali,494230,not out ,18,7,0,2,257.14,1
