Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,not out ,2,4,0,0,50.0,0
Liton Das,536936,c Mendis b Malinga,0,4,0,0,0.0,0
Shakib Al Hasan,56143, b Malinga,0,1,0,0,0.0,0
Mushfiqur Rahim †,56029,c Mendis b NLTC Perera,144,150,11,4,96.0,0
Mohammad Mithun,269237,c †MDKJ Perera b Malinga,63,68,5,2,92.65,0
Mahmudullah,56025,c de Silva b Aponso,1,4,0,0,25.0,0
Mosaddek Hossain,550133,c †MDKJ Perera b Malinga,1,5,0,0,20.0,0
Mehidy Hasan Miraz,629063,c & b Lakmal,15,21,0,0,71.43,0
Mashrafe Mortaza (c),56007,c Tharanga b de Silva,11,18,2,0,61.11,0
Rubel Hossain,300619,lbw b de Silva,2,12,0,0,16.67,0
Mustafizur Rahman,330902,run out (Mendis/†MDKJ Perera),10,11,1,0,90.91,0
Upul Tharanga,50747, b Mashrafe Mortaza,27,16,4,1,168.75,1
Kusal Mendis,629074,lbw b Mustafizur Rahman,0,1,0,0,0.0,1
Kusal Perera †,300631,lbw b Mehidy Hasan Miraz,11,24,2,0,45.83,1
Dhananjaya de Silva,465793,lbw b Mashrafe Mortaza,0,3,0,0,0.0,1
Angelo Mathews (c),49764,lbw b Rubel Hossain,16,34,0,0,47.06,1
Dasun Shanaka,437316,run out (Shakib Al Hasan/Mehidy Hasan Miraz),7,22,0,0,31.82,1
Thisara Perera,233514,c Rubel Hossain b Mehidy Hasan Miraz,6,9,1,0,66.67,1
Dilruwan Perera,49920,st †Liton Das b Mosaddek Hossain,29,44,0,2,65.91,1
Suranga Lakmal,49619, b Mustafizur Rahman,20,25,1,1,80.0,1
Amila Aponso,429748,c sub (Najmul Hossain Shanto) b Shakib Al Hasan,4,31,0,0,12.9,1
Lasith Malinga,49758,not out ,3,3,0,0,100.0,1
