Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
D'Arcy Short,308798,c Bazley b Gregory,27,20,4,0,135.0,0
Ben McDermott †,603410,c Steketee b Wildermuth,16,14,0,1,114.29,0
Dawid Malan,236489,c Cooper b Gregory,15,16,2,0,93.75,0
Peter Handscomb (c),334337,c Steketee b Gregory,7,8,1,0,87.5,0
Colin Ingram,45705,c Bryant b Steketee,16,11,2,0,145.45,0
Tim David,892749,c Cooper b Mujeeb Ur Rahman,21,21,2,0,100.0,0
James Faulkner,270484,not out ,26,18,1,1,144.44,0
Nathan Ellis,826915,c Gregory b Steketee,6,4,1,0,150.0,0
Wil Parker,1216350,not out ,12,9,1,0,133.33,0
Max Bryant,1088608,c Malan b Ellis,31,19,3,1,163.16,1
Sam Heazlett,826679,c Malan b Short,48,27,1,5,177.78,1
Dan Lawrence,641423, b Short,0,2,0,0,0.0,1
Tom Cooper,219885,c & b Short,7,8,1,0,87.5,1
Jack Wildermuth,570854,c Handscomb b Meredith,8,10,0,0,80.0,1
Lewis Gregory,362201, b Meredith,1,4,0,0,25.0,1
Jimmy Peirson (c)†,444970,not out ,16,15,1,0,106.67,1
James Bazley,709675,not out ,31,19,2,3,163.16,1
