Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,lbw b Boult,56,50,67,11,0,112.0,0
Imrul Kayes,280734,c Boult b Southee,1,7,16,0,0,14.29,0
Mominul Haque,373696,c †Watling b Southee,64,116,187,10,1,55.17,0
Mahmudullah,56025,c †Watling b Wagner,26,64,109,4,0,40.62,0
Shakib Al Hasan,56143, b Wagner,217,276,418,31,0,78.62,0
Mushfiqur Rahim (c)†,56029,c †Watling b Boult,159,260,365,23,1,61.15,0
Sabbir Rahman,373538,not out ,54,86,108,7,0,62.79,0
Mehidy Hasan Miraz,629063,c Southee b Wagner,0,13,16,0,0,0.0,0
Taskin Ahmed,538506,c Southee b Wagner,3,20,30,0,0,15.0,0
Kamrul Islam,375724,not out ,6,21,35,1,0,28.57,0
Jeet Raval,277914,c †Imrul Kayes b Kamrul Islam Rabbi,27,39,63,3,0,69.23,1
Tom Latham,388802,lbw b Shakib Al Hasan,177,329,463,18,1,53.8,1
Kane Williamson (c),277906,c †Imrul Kayes b Taskin Ahmed,53,55,85,8,0,96.36,1
Ross Taylor,38699,c Mahmudullah b Kamrul Islam Rabbi,40,51,63,6,0,78.43,1
Henry Nicholls,539511,c Mehidy Hasan Miraz b Shakib Al Hasan,53,135,180,5,0,39.26,1
Colin de Grandhomme,55395,c †Imrul Kayes b Subashis Roy,14,16,24,1,1,87.5,1
BJ Watling †,38924,c †Imrul Kayes b Mahmudullah,49,106,140,6,0,46.23,1
Mitchell Santner,502714, b Subashis Roy,73,103,182,6,3,70.87,1
Tim Southee,232364,lbw b Mahmudullah,1,3,4,0,0,33.33,1
Neil Wagner,233713,c †Imrul Kayes b Kamrul Islam Rabbi,18,31,42,2,1,58.06,1
Trent Boult,277912,not out ,4,23,37,1,0,17.39,1
Tamim Iqbal,56194, b Santner,25,44,62,2,0,56.82,2
Imrul Kayes,280734,not out ,36,46,73,5,1,78.26,2
Mominul Haque,373696,c de Grandhomme b Wagner,23,37,61,3,0,62.16,2
Mahmudullah,56025,c †Watling b Wagner,5,9,12,0,0,55.56,2
Mehidy Hasan Miraz,629063,run out (Santner),1,8,8,0,0,12.5,2
Shakib Al Hasan,56143,c Williamson b Santner,0,5,5,0,0,0.0,2
Sabbir Rahman,373538,c †Watling b Boult,50,101,169,9,0,49.5,2
Mushfiqur Rahim (c)†,56029,retired hurt ,13,53,80,1,0,24.53,2
Taskin Ahmed,538506, b Boult,5,23,29,1,0,21.74,2
Kamrul Islam,375724,c de Grandhomme b Southee,1,14,26,0,0,7.14,2
Subashis Roy,301847, b Boult,0,8,11,0,0,0.0,2
Tom Latham,388802, b Mehidy Hasan Miraz,16,32,41,1,0,50.0,3
Jeet Raval,277914,c & b Mehidy Hasan Miraz,13,29,33,1,0,44.83,3
Kane Williamson (c),277906,not out ,104,90,144,15,0,115.56,3
Ross Taylor,38699,c Mehidy Hasan Miraz b Subashis Roy,60,77,120,6,0,77.92,3
Henry Nicholls,539511,not out ,4,10,15,1,0,40.0,3
