Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,c Agar b Sams,0,3,2,0,0,0.0,0
Tim Seifert †,625964, b JA Richardson,1,5,11,0,0,20.0,0
Kane Williamson (c),277906,c †Wade b Sams,12,13,16,2,0,92.31,0
Devon Conway,379140,not out ,99,59,79,10,3,167.8,0
Glenn Phillips,823509,c Marsh b Stoinis,30,20,34,0,3,150.0,0
James Neesham,355269,c †Wade b JA Richardson,26,15,22,3,0,173.33,0
Mitchell Santner,502714,not out ,7,5,15,1,0,140.0,0
Matthew Wade †,230193,c Williamson b Boult,12,12,18,0,1,100.0,1
Aaron Finch (c),5334,c Conway b Southee,1,2,4,0,0,50.0,1
Josh Philippe,1124282,c Conway b Boult,2,3,5,0,0,66.67,1
Mitchell Marsh,272450,c Santner b Jamieson,45,33,57,5,2,136.36,1
Glenn Maxwell,325026,c Neesham b Southee,1,5,5,0,0,20.0,1
Marcus Stoinis,325012,c & b Sodhi,8,11,25,1,0,72.73,1
Ashton Agar,505120,c Jamieson b Sodhi,23,13,22,2,1,176.92,1
Daniel Sams,826901,c Jamieson b Sodhi,1,3,2,0,0,33.33,1
Jhye Richardson,774223,st †Seifert b Santner,11,11,17,0,1,100.0,1
Kane Richardson,272262,c Neesham b Sodhi,5,5,6,0,0,100.0,1
Adam Zampa,379504,not out ,13,8,8,2,0,162.5,1
