Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Usman Khawaja,215155,c Mujeeb Ur Rahman b Bartlett,0,2,0,0,0.0,0
Alex Hales,249866,c Gregory b Mujeeb Ur Rahman,46,26,3,3,176.92,0
Callum Ferguson (c),5236,c Bryant b Mujeeb Ur Rahman,35,34,4,0,102.94,0
Sam Billings †,297628,run out (Mujeeb Ur Rahman/†Peirson),22,16,0,2,137.5,0
Oliver Davies,1076377,c Wildermuth b Steketee,0,2,0,0,0.0,0
Daniel Sams,826901,c Mujeeb Ur Rahman b Gregory,37,18,3,2,205.56,0
Ben Cutting,230371,c Bryant b Steketee,24,15,1,2,160.0,0
Chris Green,787073,c Burns b Wildermuth,1,2,0,0,50.0,0
Nathan McAndrew,785323,not out ,5,4,0,0,125.0,0
Adam Milne,450860,not out ,1,1,0,0,100.0,0
Max Bryant,1088608,c McAndrew b Green,15,11,1,1,136.36,1
Chris Lynn,326637,c Davies b Sangha,30,16,3,2,187.5,1
Joe Denly,12454,st †Billings b Sangha,50,36,4,2,138.89,1
Joe Burns,326632,c Khawaja b McAndrew,52,38,5,2,136.84,1
Lewis Gregory,362201,c Green b Sangha,0,1,0,0,0.0,1
Jimmy Peirson (c)†,444970,not out ,15,11,2,0,136.36,1
James Bazley,709675,not out ,4,3,1,0,133.33,1
