Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Mackenzie Harvey,1076382,c Jordan b Cook,8,9,2,0,88.89,0
Aaron Finch (c),5334,c †Holt b Jordan,10,10,0,1,100.0,0
Sam Harper †,772361, b Jordan,10,9,1,0,111.11,0
Tom Cooper,219885,c & b Fawad Ahmed,4,12,0,0,33.33,0
Mohammad Nabi,25913,c Jordan b Fawad Ahmed,36,34,2,1,105.88,0
Dan Christian,4864,c †Holt b Sams,4,6,0,0,66.67,0
Beau Webster,381329,st †Holt b Cook,2,6,0,0,33.33,0
Cameron Boyce,326625,not out ,51,22,4,5,231.82,0
Kane Richardson,272262,not out ,5,12,0,0,41.67,0
Shane Watson (c),8180,c Cooper b Richardson,4,4,1,0,100.0,1
Jason Sangha,959827,c Harvey b Richardson,2,6,0,0,33.33,1
Callum Ferguson,5236,c Harvey b Tremain,28,30,3,0,93.33,1
Anton Devcich,36948,c Christian b Boyce,17,17,2,0,100.0,1
Chris Green,787073,run out (Harvey/†Harper),1,1,0,0,100.0,1
Baxter Holt †,1126693,c Tremain b Richardson,37,28,1,3,132.14,1
Daniel Sams,826901, b Christian,10,13,1,0,76.92,1
Chris Jordan,288992,c Christian b Gurney,1,2,0,0,50.0,1
Gurinder Sandhu,499660,not out ,4,7,0,0,57.14,1
Jonathan Cook,1137279,run out (Gurney/†Harper),2,4,0,0,50.0,1
Fawad Ahmed,240609,st †Harper b Boyce,1,3,0,0,33.33,1
