Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Zak Crawley,665053,lbw b Patel,53,84,111,10,0,63.1,0
Dom Sibley,519082,c RG Sharma b I Sharma,0,7,13,0,0,0.0,0
Jonny Bairstow,297433,lbw b Patel,0,9,21,0,0,0.0,0
Joe Root (c),303669,lbw b Ashwin,17,37,63,2,0,45.95,0
Ben Stokes,311158,lbw b Patel,6,24,28,1,0,25.0,0
Ollie Pope,887207, b Ashwin,1,12,9,0,0,8.33,0
Ben Foakes †,364788, b Patel,12,58,82,1,0,20.69,0
Jofra Archer,669855, b Patel,11,18,16,2,0,61.11,0
Jack Leach,455524,c Pujara b Ashwin,3,14,14,0,0,21.43,0
Stuart Broad,10617,c Bumrah b Patel,3,29,31,0,0,10.34,0
James Anderson,8608,not out ,0,3,11,0,0,0.0,0
Rohit Sharma,34102,lbw b Leach,66,96,208,11,0,68.75,1
Shubman Gill,1070173,c Crawley b Archer,11,51,80,2,0,21.57,1
Cheteshwar Pujara,32540,lbw b Leach,0,4,3,0,0,0.0,1
Virat Kohli (c),253802, b Leach,27,58,85,3,0,46.55,1
Ajinkya Rahane,277916,lbw b Leach,7,25,25,1,0,28.0,1
Rishabh Pant †,931581,c †Foakes b Root,1,8,18,0,0,12.5,1
Ravichandran Ashwin,26421,c Crawley b Root,17,32,41,3,0,53.12,1
Washington Sundar,719715, b Root,0,12,13,0,0,0.0,1
Axar Patel,554691,c Sibley b Root,0,2,2,0,0,0.0,1
Ishant Sharma,236779,not out ,10,20,41,0,1,50.0,1
Jasprit Bumrah,625383,lbw b Root,1,12,22,0,0,8.33,1
Zak Crawley,665053, b Patel,0,1,1,0,0,0.0,2
Dom Sibley,519082,c †Pant b Patel,7,25,34,0,0,28.0,2
Jonny Bairstow,297433, b Patel,0,2,3,0,0,0.0,2
Joe Root (c),303669,lbw b Patel,19,45,69,0,0,42.22,2
Ben Stokes,311158,lbw b Ashwin,25,34,33,3,0,73.53,2
Ollie Pope,887207, b Ashwin,12,15,19,2,0,80.0,2
Ben Foakes †,364788,lbw b Patel,8,28,36,0,0,28.57,2
Jofra Archer,669855,lbw b Ashwin,0,2,5,0,0,0.0,2
Jack Leach,455524,c Rahane b Ashwin,9,22,24,0,1,40.91,2
Stuart Broad,10617,not out ,1,7,13,0,0,14.29,2
James Anderson,8608,c †Pant b Washington Sundar,0,3,6,0,0,0.0,2
Rohit Sharma,34102,not out ,25,25,26,3,1,100.0,3
Shubman Gill,1070173,not out ,15,21,26,1,1,71.43,3
