Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Chris Gayle,51880,c †Karthik b Tye,8,11,22,1,0,72.73,0
Virat Kohli (c),253802,c Finch b Basil Thampi,10,13,19,0,1,76.92,0
AB de Villiers,44936,run out (Jadeja),5,11,29,0,0,45.45,0
Travis Head,530011,c Raina b Tye,0,1,1,0,0,0.0,0
Kedar Jadhav †,290716, b Jadeja,31,18,18,4,1,172.22,0
Mandeep Singh,398506,c Jadeja b Tye,8,14,34,0,0,57.14,0
Pawan Negi,530773,c Basil Thampi b Ankit Soni,32,19,16,3,2,168.42,0
Samuel Badree,51433,c Ishan Kishan b Jadeja,3,3,5,0,0,100.0,0
Sreenath Aravind,290632,c McCullum b Faulkner,9,16,22,0,0,56.25,0
Aniket Choudhary,527299,not out ,15,12,18,1,0,125.0,0
Yuzvendra Chahal,430246,run out (McCullum/†Karthik),1,2,1,0,0,50.0,0
Ishan Kishan,720471,lbw b Badree,16,11,9,4,0,145.45,1
Brendon McCullum,37737,c de Villiers b Badree,3,6,19,0,0,50.0,1
Suresh Raina (c),33335,not out ,34,30,55,4,1,113.33,1
Aaron Finch,5334,c de Villiers b Negi,72,34,39,5,6,211.76,1
Ravindra Jadeja,234675,not out ,2,4,5,0,0,50.0,1
