Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Sam Harper †,772361, b Zampa,30,16,5,0,187.5,0
Mackenzie Harvey,1076382,c Maxwell b Stoinis,21,15,2,0,140.0,0
Cameron White,8291,c Stoinis b Bravo,8,13,1,0,61.54,0
Mohammad Nabi,25913,c Maxwell b Stoinis,6,8,0,0,75.0,0
Tom Cooper (c),219885, b Lamichhane,10,9,1,0,111.11,0
Dan Christian,4864,c Larkin b Bravo,32,28,4,0,114.29,0
Beau Webster,381329,c Stoinis b Boland,19,19,1,0,100.0,0
Jack Wildermuth,570854,c Maxwell b Boland,1,2,0,0,50.0,0
Cameron Boyce,326625,c †Gotch b Bravo,6,4,1,0,150.0,0
Kane Richardson,272262,not out ,10,6,1,0,166.67,0
Usman Shinwari,697279,not out ,0,0,0,0,,0
Marcus Stoinis,325012,not out ,78,49,4,4,159.18,1
Ben Dunk,388678,st †Harper b Boyce,32,27,3,0,118.52,1
Nick Larkin,533870,run out (Mohammad Nabi),3,7,0,0,42.86,1
Glenn Maxwell (c),325026,st †Harper b Boyce,33,22,1,1,150.0,1
Seb Gotch †,500267,not out ,1,2,0,0,50.0,1
