Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Prithvi Shaw,1070168, b Chahal,2,4,0,0,50.0,0
Jason Roy,298438, b Chahal,12,9,1,1,133.33,0
Shreyas Iyer (c),642519,c Kohli b Mohammed Siraj,32,35,3,0,91.43,0
Rishabh Pant †,931581,c de Villiers b Ali,61,34,5,4,179.41,0
Vijay Shankar,477021,not out ,21,20,2,0,105.0,0
Abhishek Sharma,1070183,not out ,46,19,3,4,242.11,0
Parthiv Patel †,32242,lbw b Lamichhane,6,8,1,0,75.0,1
Moeen Ali,8917,c Shaw b Boult,1,3,0,0,33.33,1
Virat Kohli (c),253802,c †Pant b Mishra,70,40,7,3,175.0,1
AB de Villiers,44936,not out ,72,37,4,6,194.59,1
Mandeep Singh,398506, b Boult,13,14,0,1,92.86,1
Sarfaraz Khan,642525,c Shaw b Patel,11,8,2,0,137.5,1
Colin de Grandhomme,55395,not out ,3,4,0,0,75.0,1
