Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Faf du Plessis,44828,c Dhawan b Patel,39,41,60,2,2,95.12,0
Shane Watson,8180,c Patel b Suchith,0,9,14,0,0,0.0,0
Suresh Raina,33335,c Dhawan b Suchith,59,37,55,8,1,159.46,0
MS Dhoni (c)†,28081,not out ,44,22,39,4,3,200.0,0
Ravindra Jadeja,234675,c & b Morris,25,10,22,2,2,250.0,0
Ambati Rayudu,33141,not out ,5,2,10,1,0,250.0,0
Prithvi Shaw,1070168,c Raina b Chahar,4,5,4,1,0,80.0,1
Shikhar Dhawan,28235, b Harbhajan Singh,19,13,24,1,1,146.15,1
Shreyas Iyer (c),642519,st †Dhoni b Jadeja,44,31,55,4,1,141.94,1
Rishabh Pant †,931581,c Bravo b Imran Tahir,5,3,6,1,0,166.67,1
Colin Ingram,45705,lbw b Jadeja,1,5,8,0,0,20.0,1
Axar Patel,554691,c Watson b Imran Tahir,9,9,15,1,0,100.0,1
Sherfane Rutherford,914541,c Chahar b Imran Tahir,2,4,4,0,0,50.0,1
Chris Morris,439952,st †Dhoni b Jadeja,0,1,3,0,0,0.0,1
Jagadeesha Suchith,527663,run out (Watson),6,15,19,0,0,40.0,1
Amit Mishra,31107,c †Dhoni b Imran Tahir,8,11,20,1,0,72.73,1
Trent Boult,277912,not out ,1,1,5,0,0,100.0,1
