Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Chris Gayle,51880,c Root b Woakes,2,4,0,0,50.0,0
Evin Lewis,431901,retired hurt ,176,130,17,7,135.38,0
Shai Hope †,581379,c †Buttler b Woakes,11,11,2,0,100.0,0
Marlon Samuels,52983,lbw b Woakes,1,7,0,0,14.29,0
Jason Mohammed,230549,c †Buttler b Rashid,46,71,4,0,64.79,0
Jason Holder (c),391485,c Billings b Plunkett,77,62,4,4,124.19,0
Rovman Powell,820351,not out ,28,15,2,2,186.67,0
Jason Roy,298438,c †Hope b Joseph,84,66,11,2,127.27,1
Jonny Bairstow,297433,c †Hope b Joseph,39,51,2,0,76.47,1
Joe Root,303669,c †Hope b Joseph,14,15,2,0,93.33,1
Eoin Morgan (c),24598,c sub (KA Hope) b Joseph,19,17,3,0,111.76,1
Jos Buttler †,308967,not out ,43,35,5,0,122.86,1
Sam Billings,297628,c Gayle b Joseph,2,4,0,0,50.0,1
Moeen Ali,8917,not out ,48,25,6,2,192.0,1
