Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Imam-ul-Haq,568276,lbw b Rabada,0,9,8,0,0,0.0,0
Fakhar Zaman,512191,c Elgar b Steyn,12,17,28,2,0,70.59,0
Shan Masood,233901, b Olivier,19,34,66,2,0,55.88,0
Azhar Ali,39037,c de Bruyn b Olivier,36,69,103,7,0,52.17,0
Asad Shafiq,316397,lbw b Olivier,7,12,12,1,0,58.33,0
Babar Azam,348144,c du Plessis b Rabada,71,79,126,15,0,89.87,0
Sarfaraz Ahmed (c)†,227760, b Olivier,0,4,5,0,0,0.0,0
Mohammad Amir,290948, b Olivier,1,15,17,0,0,6.67,0
Yasir Shah,43685,lbw b Rabada,4,10,15,1,0,40.0,0
Hasan Ali,681305,not out ,21,28,51,2,1,75.0,0
Shaheen Shah Afridi,1072470,c †de Kock b Olivier,0,5,8,0,0,0.0,0
Aiden Markram,600498,lbw b Hasan Ali,12,19,26,3,0,63.16,1
Dean Elgar,230852,c Azhar Ali b Shaheen Shah Afridi,22,50,70,5,0,44.0,1
Hashim Amla,43906,c Babar Azam b Mohammad Amir,8,16,35,1,0,50.0,1
Theunis de Bruyn,486672,c †Sarfraz Ahmed b Mohammad Amir,29,71,89,3,1,40.85,1
Faf du Plessis (c),44828,c Babar Azam b Shaheen Shah Afridi,0,1,1,0,0,0.0,1
Temba Bavuma,372116,c †Sarfraz Ahmed b Shaheen Shah Afridi,53,87,146,9,0,60.92,1
Dale Steyn,47492,c †Sarfraz Ahmed b Mohammad Amir,23,23,32,4,0,100.0,1
Quinton de Kock †,379143,c Fakhar Zaman b Mohammad Amir,45,53,98,5,0,84.91,1
Keshav Maharaj,267724,lbw b Hasan Ali,4,15,25,0,0,26.67,1
Kagiso Rabada,550215,c Asad Shafiq b Shaheen Shah Afridi,19,25,29,4,0,76.0,1
Duanne Olivier,486679,not out ,0,3,8,0,0,0.0,1
Imam-ul-Haq,568276, b Olivier,57,96,126,8,1,59.38,2
Fakhar Zaman,512191,c Rabada b Olivier,12,38,54,2,0,31.58,2
Shan Masood,233901,c Maharaj b Steyn,65,120,198,7,1,54.17,2
Azhar Ali,39037,c Rabada b Olivier,0,3,8,0,0,0.0,2
Asad Shafiq,316397,c †de Kock b Steyn,6,20,39,0,0,30.0,2
Babar Azam,348144, b Rabada,6,24,24,1,0,25.0,2
Sarfaraz Ahmed (c)†,227760,c du Plessis b Rabada,0,2,7,0,0,0.0,2
Mohammad Amir,290948, b Rabada,12,10,14,2,0,120.0,2
Yasir Shah,43685,c †de Kock b Olivier,0,1,2,0,0,0.0,2
Hasan Ali,681305,not out ,11,13,41,2,0,84.62,2
Shaheen Shah Afridi,1072470,c Markram b Olivier,4,9,11,1,0,44.44,2
Dean Elgar,230852,c †Sarfraz Ahmed b Shan Masood,50,123,191,10,0,40.65,3
Aiden Markram,600498,lbw b Hasan Ali,0,2,5,0,0,0.0,3
Hashim Amla,43906,not out ,63,148,224,11,0,42.57,3
Theunis de Bruyn,486672,st †Sarfraz Ahmed b Yasir Shah,10,15,19,2,0,66.67,3
Faf du Plessis (c),44828,c Hasan Ali b Shaheen Shah Afridi,0,6,5,0,0,0.0,3
Temba Bavuma,372116,not out ,13,10,12,2,0,130.0,3
