Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Cameron Bancroft,501011,not out ,58,42,6,0,138.1,0
Liam Livingstone,403902,c Labuschagne b Swepson,77,39,5,6,197.44,0
Mitchell Marsh,272450,not out ,49,28,5,2,175.0,0
Chris Lynn (c),326637, b Behrendorff,22,17,3,1,129.41,1
Joe Denly,12454,c Marsh b Behrendorff,14,7,1,1,200.0,1
Marnus Labuschagne,787987, b Fawad Ahmed,15,14,2,0,107.14,1
Sam Heazlett,826679,c Behrendorff b Hardie,3,5,0,0,60.0,1
Jimmy Peirson †,444970,c Munro b Hardie,15,13,1,0,115.38,1
Joe Burns,326632,c Hardie b Tye,38,24,3,1,158.33,1
Lewis Gregory,362201,lbw b Fawad Ahmed,2,3,0,0,66.67,1
Xavier Bartlett,1050545,c Bancroft b Hardie,19,11,1,1,172.73,1
Mitchell Swepson,590326,not out ,11,7,2,0,157.14,1
Morne Morkel,46538,c †Inglis b Tye,2,4,0,0,50.0,1
Ben Laughlin,315623,not out ,2,3,0,0,66.67,1
