Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner,219889,c Hetmyer b Cottrell,3,8,24,0,0,37.5,0
Aaron Finch (c),5334,c †Hope b Thomas,6,10,13,0,0,60.0,0
Usman Khawaja,215155,c †Hope b Russell,13,19,26,2,0,68.42,0
Steven Smith,267192,c Cottrell b Thomas,73,103,178,7,0,70.87,0
Glenn Maxwell,325026,c †Hope b Cottrell,0,2,5,0,0,0.0,0
Marcus Stoinis,325012,c Pooran b Holder,19,23,41,4,0,82.61,0
Alex Carey †,326434,c †Hope b Russell,45,55,62,7,0,81.82,0
Nathan Coulter-Nile,261354,c Holder b Brathwaite,92,60,79,8,4,153.33,0
Pat Cummins,489889,c Cottrell b Brathwaite,2,6,12,0,0,33.33,0
Mitchell Starc,311592,c Holder b Brathwaite,8,9,13,1,0,88.89,0
Adam Zampa,379504,not out ,0,0,2,0,0,,0
Chris Gayle,51880,lbw b Starc,21,17,29,4,0,123.53,1
Evin Lewis,431901,c Smith b Cummins,1,5,10,0,0,20.0,1
Shai Hope †,581379,c Khawaja b Cummins,68,105,141,7,0,64.76,1
Nicholas Pooran,604302,c Finch b Zampa,40,36,59,5,1,111.11,1
Shimron Hetmyer,670025,run out (Cummins/Maxwell),21,28,31,3,0,75.0,1
Jason Holder (c),391485,c Zampa b Starc,51,57,83,7,1,89.47,1
Andre Russell,276298,c Maxwell b Starc,15,11,19,2,1,136.36,1
Carlos Brathwaite,457249,c Finch b Starc,16,17,31,1,1,94.12,1
Ashley Nurse,315594,not out ,19,18,22,4,0,105.56,1
Sheldon Cottrell,495551, b Starc,1,2,7,0,0,50.0,1
Oshane Thomas,914567,not out ,0,4,12,0,0,0.0,1
