Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Sunil Ambris,348054,c Mehidy Hasan Miraz b Mustafizur Rahman,6,15,20,1,0,40.0,0
Kjorn Ottley,416190,c Tamim Iqbal b Mehidy Hasan Miraz,24,44,54,2,1,54.55,0
Joshua Da Silva †,1168667, b Mehidy Hasan Miraz,5,22,37,0,0,22.73,0
Andre McCarthy,230556, b Shakib Al Hasan,3,7,9,0,0,42.86,0
Jason Mohammed (c),230549,lbw b Shakib Al Hasan,11,26,42,0,0,42.31,0
Kyle Mayers,348056,run out (Najmul Hossain Shanto/†Mushfiqur Rahim),0,9,9,0,0,0.0,0
Nkrumah Bonner,314650, b Hasan Mahmud,20,25,29,1,0,80.0,0
Rovman Powell,820351,st †Mushfiqur Rahim b Mehidy Hasan Miraz,41,66,90,2,1,62.12,0
Raymon Reifer,450101,lbw b Mehidy Hasan Miraz,2,12,21,0,0,16.67,0
Alzarri Joseph,670031,c Liton Das b Mustafizur Rahman,17,21,30,3,0,80.95,0
Akeal Hosein,530812,not out ,12,17,34,1,0,70.59,0
Liton Das,536936,lbw b Hosein,22,24,26,4,0,91.67,1
Tamim Iqbal (c),56194,c †Da Silva b Reifer,50,76,100,3,1,65.79,1
Najmul Hossain Shanto,629058,c Ottley b Mohammed,17,26,40,2,0,65.38,1
Shakib Al Hasan,56143,not out ,43,50,69,4,0,86.0,1
Mushfiqur Rahim †,56029,not out ,9,25,38,0,0,36.0,1
