Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Quinton de Kock †,379143,c †Dickwella b NLTC Perera,94,70,92,17,1,134.29,0
Reeza Hendricks,269280,c Dananjaya b Malinga,29,41,62,4,0,70.73,0
Faf du Plessis (c),44828, b NLTC Perera,57,66,98,7,0,86.36,0
Rassie van der Dussen,337790,c Rajitha b NLTC Perera,2,4,10,0,0,50.0,0
Wiaan Mulder,698189, b MVT Fernando,17,11,20,4,0,154.55,0
David Miller,321777,st †Dickwella b de Silva,25,36,53,1,0,69.44,0
Andile Phehlukwayo,540316,c WIA Fernando b de Silva,2,5,6,0,0,40.0,0
Kagiso Rabada,550215,c †Dickwella b Rajitha,3,6,13,0,0,50.0,0
Anrich Nortje,481979,lbw b Malinga,8,18,21,0,0,44.44,0
Lungi Ngidi,542023,st †Dickwella b Dananjaya,6,11,23,0,0,54.55,0
Imran Tahir,40618,not out ,1,3,5,0,0,33.33,0
Niroshan Dickwella †,429754,c †de Kock b Rabada,6,10,10,0,0,60.0,1
Avishka Fernando,784369, b Ngidi,10,9,23,1,1,111.11,1
Kusal Perera,300631,c Miller b Nortje,8,23,35,0,0,34.78,1
Oshada Fernando,366725,lbw b Nortje,31,45,69,3,0,68.89,1
Kusal Mendis,629074,run out (Nortje),24,31,41,2,0,77.42,1
Dhananjaya de Silva,465793,c du Plessis b Rabada,15,26,27,2,0,57.69,1
Thisara Perera,233514,c Miller b Imran Tahir,23,23,37,2,1,100.0,1
Akila Dananjaya,574178,c Mulder b Rabada,4,16,23,0,0,25.0,1
Kasun Rajitha,499594,lbw b Imran Tahir,0,1,2,0,0,0.0,1
Lasith Malinga (c),49758,c sub (DW Steyn) b Ngidi,1,4,13,0,0,25.0,1
Vishwa Fernando,465783,not out ,2,6,8,0,0,33.33,1
