Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Babar Azam (c),348144,run out (Warner),50,38,6,0,131.58,0
Fakhar Zaman,512191,c Warner b Cummins,2,7,0,0,28.57,0
Haris Sohail,318788,c & b Richardson,6,9,0,0,66.67,0
Mohammad Rizwan †,323389,st †Carey b Agar,14,16,1,0,87.5,0
Asif Ali,494230,c Cummins b Agar,4,5,0,0,80.0,0
Iftikhar Ahmed,480603,not out ,62,34,5,3,182.35,0
Imad Wasim,227758,run out (Smith/Starc),11,11,1,0,100.0,0
Wahab Riaz,43590,not out ,0,0,0,0,,0
David Warner,219889, b Mohammad Amir,20,11,4,0,181.82,1
Aaron Finch (c),5334,c Babar Azam b Mohammad Irfan,17,14,3,0,121.43,1
Steven Smith,267192,not out ,80,51,11,1,156.86,1
Ben McDermott,603410,lbw b Imad Wasim,21,22,1,0,95.45,1
Ashton Turner,500268,not out ,8,15,0,0,53.33,1
