Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Kraigg Brathwaite,348024,c †Dickwella b Lakmal,3,13,13,0,0,23.08,0
Devon Smith,52962,run out (Kumara/†Dickwella),7,21,60,1,0,33.33,0
Kieran Powell,252932, b Kumara,38,68,94,6,0,55.88,0
Shai Hope,581379,c †Dickwella b Kumara,44,70,130,9,0,62.86,0
Roston Chase,391832,c Mathews b Herath,38,83,112,5,0,45.78,0
Shane Dowrich †,431905,not out ,125,325,468,12,0,38.46,0
Jason Holder (c),391485,c †Dickwella b Kumara,40,88,121,4,0,45.45,0
Devendra Bishoo,341593,c Silva b Lakmal,40,160,197,5,0,25.0,0
Kemar Roach,230553,c Chandimal b Kumara,39,95,116,6,1,41.05,0
Miguel Cummins,556749,not out ,0,5,4,0,0,0.0,0
Kusal Mendis,629074,c Holder b Gabriel,4,11,24,1,0,36.36,1
Kusal Perera,300631,c Chase b Roach,0,1,3,0,0,0.0,1
Dinesh Chandimal (c),300628,c Chase b Gabriel,44,121,183,5,0,36.36,1
Angelo Mathews,49764,c Chase b Holder,11,15,34,2,0,73.33,1
Roshen Silva,237310, b Roach,5,11,16,1,0,45.45,1
Niroshan Dickwella †,429754,run out (Brathwaite),31,78,149,3,0,39.74,1
Dilruwan Perera,49920,c Hope b Bishoo,20,44,75,1,1,45.45,1
Rangana Herath,49178,c sub (SO Hetmyer) b Cummins,5,15,23,0,0,33.33,1
Suranga Lakmal,49619,c Bishoo b Cummins,15,25,30,1,1,60.0,1
Lahiru Gamage,268845,not out ,0,10,23,0,0,0.0,1
Lahiru Kumara,784375,c †Dowrich b Cummins,8,9,12,2,0,88.89,1
Kraigg Brathwaite,348024,c †Dickwella b Kumara,16,56,79,1,0,28.57,2
Devon Smith,52962, b Lakmal,20,30,50,3,0,66.67,2
Kieran Powell,252932,c sub (JDF Vandersay) b MDK Perera,88,127,201,7,2,69.29,2
Shai Hope,581379,c Mendis b Kumara,1,6,18,0,0,16.67,2
Roston Chase,391832, b Herath,12,41,61,1,0,29.27,2
Shane Dowrich †,431905,lbw b Kumara,13,57,49,1,0,22.81,2
Jason Holder (c),391485,lbw b Herath,39,40,71,4,1,97.5,2
Devendra Bishoo,341593,not out ,16,45,61,2,0,35.56,2
Kemar Roach,230553,not out ,11,31,31,0,0,35.48,2
Kusal Mendis,629074,c †Dowrich b Gabriel,102,210,268,10,2,48.57,3
Kusal Perera,300631,c Smith b Gabriel,12,10,19,2,0,120.0,3
Dinesh Chandimal (c),300628,c Brathwaite b Chase,27,83,115,2,0,32.53,3
Angelo Mathews,49764,c †Dowrich b Holder,31,80,125,3,0,38.75,3
Roshen Silva,237310,c & b Bishoo,14,23,42,0,0,60.87,3
Lahiru Gamage,268845,lbw b Bishoo,3,49,84,0,0,6.12,3
Niroshan Dickwella †,429754,lbw b Chase,19,32,41,4,0,59.38,3
Dilruwan Perera,49920,not out ,3,8,18,0,0,37.5,3
Rangana Herath,49178,c Hope b Bishoo,0,7,8,0,0,0.0,3
Suranga Lakmal,49619,c †Dowrich b Chase,1,4,5,0,0,25.0,3
Lahiru Kumara,784375,c †Dowrich b Chase,0,1,2,0,0,0.0,3
