Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Hamilton Masakadza,55608,c †Dowrich b Bishoo,147,240,363,16,2,61.25,0
Solomon Mire,290462,c †Dowrich b Roach,4,12,18,1,0,33.33,0
Craig Ervine,55412, b Gabriel,0,7,12,0,0,0.0,0
Brendan Taylor,55814, b Roach,1,10,15,0,0,10.0,0
Peter Moor,333000, b Chase,52,155,208,3,0,33.55,0
Sikandar Raza,299572,c KA Hope b Gabriel,80,147,184,6,1,54.42,0
Malcolm Waller,55872, b Brathwaite,0,1,4,0,0,0.0,0
Regis Chakabva †,293831, b Bishoo,10,25,22,0,0,40.0,0
Graeme Cremer (c),55346,run out (Holder),11,44,68,0,0,25.0,0
Tendai Chisoro,235519,lbw b Roach,9,15,26,1,0,60.0,0
Chris Mpofu,55633,not out ,4,2,5,1,0,200.0,0
Kraigg Brathwaite,348024,c Masakadza b Cremer,32,160,170,2,0,20.0,1
Kieran Powell,252932,c Ervine b Mpofu,90,230,306,7,0,39.13,1
Devendra Bishoo,341593,c & b Sikandar Raza,23,52,57,1,0,44.23,1
Kyle Hope,443150,lbw b Sikandar Raza,1,15,21,0,0,6.67,1
Shai Hope,581379, b Sikandar Raza,40,101,137,5,0,39.6,1
Roston Chase,391832,lbw b Sikandar Raza,32,45,61,3,1,71.11,1
Jermaine Blackwood,431909,c Cremer b Sikandar Raza,5,13,8,1,0,38.46,1
Shane Dowrich †,431905,lbw b Chisoro,103,232,286,10,1,44.4,1
Jason Holder (c),391485, b Chisoro,110,198,281,9,2,55.56,1
Kemar Roach,230553,lbw b Chisoro,0,18,18,0,0,0.0,1
Shannon Gabriel,446101,not out ,5,7,7,1,0,71.43,1
Hamilton Masakadza,55608, b Roach,5,14,17,1,0,35.71,2
Solomon Mire,290462,lbw b Roach,0,10,27,0,0,0.0,2
Craig Ervine,55412, b Bishoo,22,57,94,3,0,38.6,2
Brendan Taylor,55814,lbw b Gabriel,10,32,46,1,0,31.25,2
Peter Moor,333000,c SD Hope b Gabriel,42,164,214,2,0,25.61,2
Sikandar Raza,299572, b Holder,89,203,300,6,1,43.84,2
Malcolm Waller,55872,c Blackwood b Bishoo,15,43,59,1,0,34.88,2
Regis Chakabva †,293831,not out ,71,192,224,5,0,36.98,2
Graeme Cremer (c),55346,not out ,28,150,158,0,0,18.67,2
