Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Hashim Amla,43906,c Soumya Sarkar b Mohammad Saifuddin,85,51,70,11,1,166.67,0
Mangaliso Mosehle †,327832, b Shakib Al Hasan,5,5,9,1,0,100.0,0
Jean-Paul Duminy (c),44932, b Shakib Al Hasan,4,8,8,0,0,50.0,0
AB de Villiers,44936,c Imrul Kayes b Mohammad Saifuddin,20,15,18,1,1,133.33,0
David Miller,321777,not out ,101,36,53,7,9,280.56,0
Farhaan Behardien,44410,not out ,6,5,20,0,0,120.0,0
Imrul Kayes,280734,run out (Miller/†Mosehle),6,4,8,1,0,150.0,1
Soumya Sarkar,436677,c Hendricks b Phangiso,44,27,41,6,1,162.96,1
Shakib Al Hasan (c),56143, b Duminy,2,4,6,0,0,50.0,1
Mushfiqur Rahim †,56029,c †Mosehle b Frylinck,2,5,4,0,0,40.0,1
Sabbir Rahman,373538,c Hendricks b Duminy,5,5,5,1,0,100.0,1
Mahmudullah,56025,st †Mosehle b Phangiso,24,20,30,2,0,120.0,1
Liton Das,536936,c Frylinck b Pretorius,9,7,9,0,1,128.57,1
Mohammad Saifuddin,629070,c Amla b Hendricks,23,26,33,1,1,88.46,1
Mehidy Hasan Miraz,629063,c †Mosehle b Phehlukwayo,13,10,18,0,1,130.0,1
Taskin Ahmed,538506,run out (†Mosehle/Phehlukwayo),4,3,3,1,0,133.33,1
Rubel Hossain,300619,not out ,1,2,4,0,0,50.0,1
