Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Chris Gayle,51880, b Kulkarni,6,13,17,1,0,46.15,0
Virat Kohli (c),253802,c Bravo b Kumar,109,55,94,5,8,198.18,0
AB de Villiers,44936,not out ,129,52,78,10,12,248.08,0
Shane Watson,8180,c †Karthik b Kumar,0,1,1,0,0,0.0,0
Dwayne Smith,53118, b Aravind,7,6,8,1,0,116.67,1
Brendon McCullum (c),37737,c de Villiers b Chahal,11,13,23,2,0,84.62,1
Ravindra Jadeja,234675,c & b Jordan,21,19,27,2,1,110.53,1
Dinesh Karthik †,30045,c de Villiers b Jordan,2,4,10,0,0,50.0,1
Aaron Finch,5334,c Aravind b Sachin Baby,37,38,49,3,1,97.37,1
Dwayne Bravo,51439,lbw b Chahal,1,2,2,0,0,50.0,1
Akshdeep Nath,500360, b Chahal,3,6,15,0,0,50.0,1
Praveen Kumar,30732, b Jordan,1,4,2,0,0,25.0,1
Dhawal Kulkarni,277955, b Jordan,2,3,4,0,0,66.67,1
Pravin Tambe,587152,not out ,7,19,22,1,0,36.84,1
Shivil Kaushik,917213,c Aravind b Sachin Baby,0,1,1,0,0,0.0,1
