Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Sam Harper †,772361,c Manenti b Curran,45,24,7,1,187.5,0
Aaron Finch (c),5334,c Henriques b Bird,9,6,2,0,150.0,0
Shaun Marsh,6683,c Henriques b Bird,40,42,2,0,95.24,0
Marcus Harris,434813,c Hughes b Pope,2,4,0,0,50.0,0
Beau Webster,381329,lbw b Pope,17,17,0,0,100.0,0
Dan Christian,4864,not out ,32,17,3,1,188.24,0
Will Sutherland,1076722,c Silk b Dwarshuis,3,7,0,0,42.86,0
Cameron Boyce,326625,not out ,2,3,0,0,66.67,0
Josh Philippe †,1124282, b Andrews,33,30,1,1,110.0,1
Daniel Hughes,571761,c Marsh b Boyce,40,31,4,0,129.03,1
James Vince,296597, b Boyce,41,26,3,1,157.69,1
Moises Henriques (c),5961,lbw b Andrews,0,3,0,0,0.0,1
Jordan Silk,437669,not out ,36,26,1,2,138.46,1
Tom Curran,550235,not out ,1,3,0,0,33.33,1
