Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Luke Ronchi †,7502,c Wilson b McCarthy,37,26,7,0,142.31,0
Tom Latham (c),388802,c †NJ O'Brien b McCarthy,15,25,3,0,60.0,0
George Worker,277911,c Simi Singh b Murtagh,50,89,3,0,56.18,0
Ross Taylor,38699,c Porterfield b KJ O'Brien,52,60,5,0,86.67,0
Neil Broom,36581,run out (Stirling),79,63,9,1,125.4,0
James Neesham,355269,c McCarthy b Chase,30,29,2,0,103.45,0
Colin Munro,232359,c KJ O'Brien b Murtagh,0,1,0,0,0.0,0
Scott Kuggeleijn,539548,not out ,11,6,1,0,183.33,0
Mitchell Santner,502714,not out ,1,1,0,0,100.0,0
William Porterfield (c),24611,c Latham b Kuggeleijn,12,16,2,0,75.0,1
Paul Stirling,303427, b Kuggeleijn,14,14,1,1,100.0,1
Niall O'Brien †,24289,st †Ronchi b Santner,109,131,9,5,83.21,1
Andy Balbirnie,303423,c & b Santner,36,50,5,0,72.0,1
Kevin O'Brien,24605,lbw b Sodhi,1,3,0,0,33.33,1
Gary Wilson,24609,c Taylor b Kuggeleijn,30,23,4,0,130.43,1
Simi Singh,1005257,st †Ronchi b Santner,9,14,1,0,64.29,1
George Dockrell,348034,c Latham b Santner,1,6,0,0,16.67,1
Barry McCarthy,348059,c Latham b Santner,6,13,0,0,46.15,1
Tim Murtagh,17134,not out ,2,3,0,0,66.67,1
Peter Chase,524845,lbw b Rance,1,2,0,0,50.0,1
